tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_reunion,extra2_inscripcion,extra3_socios,lat,lon
Centro de jubilados,,,C JYP NAC DEL DPTO ROSARIO DE LERMA,SALTA,,,ROSARIO DE LERMA,"LEANDRO ALEM 62, ROSARIO DE LERMA, SALTA, Argentina",LEANDRO ALEM 62,4405,,LU A VIE 8/13-16/19 HS,1989-08-16,290,,
Centro de jubilados,,,CENTRO DE JUBILADOS Y PENSIONADOS SAN CAYETANO,SALTA,,,ANGASTACO,"LIBERTAD  S/N, ANGASTACO, SALTA, Argentina",LIBERTAD  S/N,4427,,mensual,2003-09-29,37,,
Centro de jubilados,,,C JYP ANIMANA,SALTA,,,ANIMANA,"RUTA N 40  S/N, ANIMANA, SALTA, Argentina",RUTA N 40  S/N,4427,,UNA VEZ AL MES,1996-05-06,102,,
Centro de jubilados,,,C JYP SAN CARLOS BORROMEO,SALTA,,,SAN CARLOS,"NTRA SRA GUADALUPE  0, SAN CARLOS, SALTA, Argentina",NTRA SRA GUADALUPE  0,4427,,MENSUALES,1993-06-03,62,,
Centro de jubilados,,,"CENTRO DE JYP NACIONALES ""VIRGEN DE GUADALUPE""",SALTA,,,PUEBLO NAZARENO,"PUEBLO NAZARENO S/N, PUEBLO NAZARENO, SALTA, Argentina",PUEBLO NAZARENO S/N,4651,,S/ DATO,2009-05-20,114,,
Centro de jubilados,,,CENTRO DE JYP SANTIAGO APOSTOL,SALTA,,,SANTA VICTORIA OESTE,"JOSE MARIA PAZ  S/N°, SANTA VICTORIA OESTE, SALTA, Argentina",JOSE MARIA PAZ  S/N°,4651,,9900609,1998-01-29,208,,
Centro de jubilados,,,CENTRO DE JYP NAC UNIDOS,CHACO,,,CONCEPCION DEL BERMEJO,"PLANTA URBANA  S/N°., CONCEPCION DEL BERMEJO, CHACO, Argentina",PLANTA URBANA  S/N°.,3708,,LU A VIE 8/12,1996-05-13,170,,
Centro de jubilados,,,C JYP NAC DE LOS FRENTONES,CHACO,,,LOS FRENTONES,"MZNA 81 PC 21-PTA. URBANA S/N, LOS FRENTONES, CHACO, Argentina",MZNA 81 PC 21-PTA. URBANA S/N,3712,,LUN. A VIE. 8 A 12 HS.,1993-11-05,70,,
Centro de jubilados,,,C JYP PAMPA DEL INFIERNO,CHACO,,,PAMPA DEL INFIERNO,"AV. SAN MARTIN 545, PAMPA DEL INFIERNO, CHACO, Argentina",AV. SAN MARTIN 545,3708,,LU A VI 7 A 13 HS,1985-10-28,200,-26.4952764,-61.170401
Centro de jubilados,,,C JYP NAC DE TACO POZO,CHACO,,,TACO POZO,"MARIANO MORENO  S/N, TACO POZO, CHACO, Argentina",MARIANO MORENO  S/N,3714,,LUN. A VIER. 8 A 11 HS.,1990-10-23,140,,
Centro de jubilados,,,"C JYP ""LA FRONTERA""",CHACO,,,GENERAL VEDIA,"PLANTA URBANA  S/N, GENERAL VEDIA, CHACO, Argentina",PLANTA URBANA  S/N,3522,, LU A VIE DE 8 A 11HS,1993-02-02,115,,
Centro de jubilados,,,CENTRO DE JYP NAC DE LA LEONESA,CHACO,,,LA LEONESA,"BARRIO LA RALERA S/N, LA LEONESA, CHACO, Argentina",BARRIO LA RALERA S/N,3518,,LUN. A VIE. 7:30/11:30 HS,1986-02-05,1230,,
Centro de jubilados,,,C JYP NAC DEL DEPARTAMENTO BERMEJO,CHACO,,,LAS PALMAS,"REM ESCLADA Y COL D CHACO S/N, LAS PALMAS, CHACO, Argentina",REM ESCLADA Y COL D CHACO S/N,3518,,LUN. A VIE. 7 A 11:30 HS.,1984-04-30,320,,
Centro de jubilados,,,C JYP EL TIMBO DE PTO. BERMEJO,CHACO,,,PUERTO BERMEJO,"PLANTA URBANA S/N, PUERTO BERMEJO, CHACO, Argentina",PLANTA URBANA S/N,3524,,LUN. A VIE. 8 A 12 HS.,1991-07-18,200,,
Centro de jubilados,,,C JYP NAC DE LA ISLA DEL CERRITO,CHACO,,,ISLA DEL CERRITO,"PLANTA URBANA  SNª, ISLA DEL CERRITO, CHACO, Argentina",PLANTA URBANA  SNª,3505,,LU A VIE 16/19,1994-02-10,40,,
Centro de jubilados,,,C JYP DE LA CLOTILDE,CHACO,,,LA CLOTILDE,"CALLE 5 ENTRE 10 Y 12   S/N, LA CLOTILDE, CHACO, Argentina",CALLE 5 ENTRE 10 Y 12   S/N,3701,,LUN. A VIE. 8 A 12 HS.,1991-11-13,110,,
Centro de jubilados,,,C JYP NAC DE LA TIGRA,CHACO,,,LA TIGRA,"CORRIENTES 262, LA TIGRA, CHACO, Argentina",CORRIENTES 262,3701,,LUN A VIE DE 8 A 12 HS.-,1987-05-05,210,,
Centro de jubilados,,,ASOC. CIVIL CTRO. DE JYP NAC. DE SAN BERNARDO,CHACO,,,SAN BERNARDO,"MORENO ESQ MAIPU  S/N, SAN BERNARDO, CHACO, Argentina",MORENO ESQ MAIPU  S/N,3701,,LUN A VIER DE 8 A 11:30,1984-04-30,198,,
Centro de jubilados,,,CENTRO DE JYP NACIONALES DE PRESIDENTE ROQUE SAENZ PEÑA,CHACO,,,PRESIDENCIA ROQUE SAENZ PEÑA,"URQUIZA  845, PRESIDENCIA ROQUE SAENZ PEÑA, CHACO, Argentina",URQUIZA  845,3700,,LUN A VIE DE 8 A 11 HS.-,1984-09-27,200,-26.7813224,-60.4336694
Centro de jubilados,,,C JYP NAC IMAGEN DE VIDA,CHACO,,,ROQUE SAENZ PEÑA,"DORREGO 431, ROQUE SAENZ PEÑA, CHACO, Argentina",DORREGO 431,3700,,LUN. A VIE. 8 A 12 HS.,1993-06-17,273,,
Centro de jubilados,,,C JP Y R NACIONALES BARRIO SARMIENTO DE SAENZ PENA,CHACO,,,SAENZ PENA,"CALLE 130 E/105 Y107 312, SAENZ PENA, CHACO, Argentina",CALLE 130 E/105 Y107 312,3700,,LU A VIE 8 / 11 ,1998-03-05,150,,
Centro de jubilados,,,C JYP ANTONIO ZAFRA,CHACO,,,P.ROQUE SAENZ,"SANTIAGO DEL ESTERO  151, P.ROQUE SAENZ, CHACO, Argentina",SANTIAGO DEL ESTERO  151,3700,,LU A VI DE 8 A 11HS,1999-01-20,295,,
Centro de jubilados,,,C JYP ALFONSINA STORNI,CHACO,,, ROQUE SAENZ PEÑA,"CALLE  8 (ENTRE 13 Y 15) S/N,  ROQUE SAENZ PEÑA, CHACO, Argentina",CALLE  8 (ENTRE 13 Y 15) S/N,3700,,LUN. A VIE. 8 A 12 HS.,1999-01-20,380,,
Centro de jubilados,,,"CTRO. DE JYP "" RAUL JOSE CONNOR """,CHACO,,,ROQUE SAENZ PEÑA,"PELLEGRINI 21, ROQUE SAENZ PEÑA, CHACO, Argentina",PELLEGRINI 21,3700,,SEMANAL,2003-04-09,380,,
Centro de jubilados,,,MOVIMIENTO MALVINAS ARGENTINAS DE PRESIDENCIA ROQUE SAENZ PEÑA,CHACO,,,PRESIDENCIA ROQUE SAENZ PEÑA,"JULIO A. ROCA 136, PRESIDENCIA ROQUE SAENZ PEÑA, CHACO, Argentina",JULIO A. ROCA 136,3700,,S/ DATO,2010-02-22,20,-26.7902641,-60.4597262
Centro de jubilados,,,"AGRUPACION VETERANOS DE GUERRA DE MALVINAS ""SOLD. JUAN QUINTANA""",CHACO,,,ROQUE SAENZ PEÑA,"CALLE 23 E/ 20 Y 22 S/N, ROQUE SAENZ PEÑA, CHACO, Argentina",CALLE 23 E/ 20 Y 22 S/N,3700.0,,S/ DATO,2011-05-16,50,,
Centro de jubilados,,,C JYP NAC DE CHARATA,CHACO,,,CHARATA,"BELGRANO Y MITRE S/N, CHARATA, CHACO, Argentina",BELGRANO Y MITRE S/N,3730,,LUN. A VIE. 8 A 12 HS.,1984-04-30,290,,
Centro de jubilados,,,C JYP NAC CON ASISTENCIA A LA 3 EDAD DEPTO CHACABUCO,CHACO,,,CHARATA,"ALTE BROWN   291, CHARATA, CHACO, Argentina",ALTE BROWN   291,3731,,LU A VI 8 A 12 HS,1998-06-29,250,,
Centro de jubilados,,,"CENTRO  DE EX-COMB. EN MALVINAS ""SOLDADO JUAN ROBERTO LEDESMA""",CHACO,,,CHARATA,"PARC. 25 CHACRA 92/51 S.E S/N, CHARATA, CHACO, Argentina",PARC. 25 CHACRA 92/51 S.E S/N,3730,,S/ DATO,2009-12-30,23,,
Centro de jubilados,,,CENTRO DE JP NAC Y PROV DE GANCEDO,CHACO,,,GANCEDO - RESISTENCIA,"PLANTA URBANA S/Nº, GANCEDO - RESISTENCIA, CHACO, Argentina",PLANTA URBANA S/Nº,3734,,LUN A VIE DE 8 A 12 HS.-,2001-05-10,40,,
Centro de jubilados,,,C JYP GRAL PINEDO,CHACO,,,GENERAL PINEDO,"CALLE 7  (ENTRE 14/16) S/Nº, GENERAL PINEDO, CHACO, Argentina",CALLE 7  (ENTRE 14/16) S/Nº,3732,,SEMANAL,1984-07-27,70,,
Centro de jubilados,,,AGRUP DE JYP NAC DE GRAL PINEDO,CHACO,,,GRAL PINEDO,"CALLE 7  (ENTRE 12 Y 14) 599, GRAL PINEDO, CHACO, Argentina",CALLE 7  (ENTRE 12 Y 14) 599,3731,,LUNES A VIERNES   9 A 21,1998-12-17,220,,
Centro de jubilados,,,"CENTRO DE EX COMBATIENTES DE MALVINAS ""2 DE ABRIL""DE GRAL. PINEDO",CHACO,,,GENERAL PINEDO,"CALLE 1O ENTRE 21 Y 23 S/N, GENERAL PINEDO, CHACO, Argentina",CALLE 1O ENTRE 21 Y 23 S/N,3732,,S/ DATO,2010-09-30,22,,
Centro de jubilados,,,C JYP HERMOSO CAMPO,CHACO,,,HERMOSO CAMPO,"GINEZ SANCHEZ  207, HERMOSO CAMPO, CHACO, Argentina",GINEZ SANCHEZ  207,3733,,LUN A VIE 8 A 12 HS.,1987-11-27,215,,
Centro de jubilados,,,C JYP  NAC Y PRO DE CHOROTIS,CHACO,,,CHOROTIS,"PLANTA URBANA S/N, CHOROTIS, CHACO, Argentina",PLANTA URBANA S/N,3733,,LUN. A VIE. 8 A 12 HS.,1998-09-09,60,,
Centro de jubilados,,,ASOC JYP DE SANTA SYLVINA,CHACO,,,SANTA SYLVINA,"BAIGORRIA 541, SANTA SYLVINA, CHACO, Argentina",BAIGORRIA 541,3541,,  LU A VI  8 A 12 HS,1984-07-20,230,-27.8283176,-61.135359
Centro de jubilados,,,CENTRO DE JYP NAC Y PROV DE CORZUELA,CHACO,,,CORZUELA,"SANTA FE 375, CORZUELA, CHACO, Argentina",SANTA FE 375,3718,,LUN A VIE 8 A 13 HORAS,1985-09-13,238,-26.9523308,-60.9721059
Centro de jubilados,,,C JYP NAC DE LA ESCONDIDA,CHACO,,,LA ESCONDIDA,"PLANTA URBANA S/N, LA ESCONDIDA, CHACO, Argentina",PLANTA URBANA S/N,3500,,LUN. A VIE. 8 A 11 HS.,1985-05-07,240,,
Centro de jubilados,,,C JYP DE LA VERDE,CHACO,,,LA VERDE,"M. BLANCO Y SARMIENTO S/N, LA VERDE, CHACO, Argentina",M. BLANCO Y SARMIENTO S/N,3514,,LUN. A VIE. 8 A 12 HS.,1989-01-26,190,,
Centro de jubilados,,,C JYP NAC DE MAKALLE,CHACO,,,MAKALLE,"PLANTA URBANA S/N, MAKALLE, CHACO, Argentina",PLANTA URBANA S/N,3514,,lu a vi 8 a11 hs,1993-06-02,150,,
Centro de jubilados,,,C JYP NAC EL SAUZALITO,CHACO,,,EL SAUZALITO,"PLANTA URBANA  S/N, EL SAUZALITO, CHACO, Argentina",PLANTA URBANA  S/N,3705,,LU A VI 9 A 11 HS,1993-05-04,35,,
Centro de jubilados,,,C JYP DR. ALBERTO MEDLELL,CHACO,,,NUEVA POMPEYA,"PLANTA URBANA S/N, NUEVA POMPEYA, CHACO, Argentina",PLANTA URBANA S/N,3705,,LUNES A VIERNES 8 A 11,1999-08-10,50,,
Centro de jubilados,,,C JYP NAC DE JUAN JOSE CASTELLI,CHACO,,,J J CASTELLI,"P HOZLER Y BELGRANO  SN, J J CASTELLI, CHACO, Argentina",P HOZLER Y BELGRANO  SN,3705,,LUNES A VIERNES 8 A 14,1986-04-23,600,,
Centro de jubilados,,,MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS DE J J CASTELLI,CHACO,,,JUAN JOSE CASTELLI,"BERNARDO HOUSSAY  33, JUAN JOSE CASTELLI, CHACO, Argentina",BERNARDO HOUSSAY  33,3705,,LUN. A VIE. DE 8 A 12 HS.,2006-04-03,17,,
Centro de jubilados,,,"CENTRO DE JYP ""RINCON FELIZ"" DE LA LOCALIDAD DE MIRAFLORES",CHACO,,,MIRAFLORES,"CABITO LEIVA (MZ.5 PC.9) S/Nª, MIRAFLORES, CHACO, Argentina",CABITO LEIVA (MZ.5 PC.9) S/Nª,3705,,LUN A VIE POR LA MAÑANA,2009-10-19,80,,
Centro de jubilados,,,"COM. Y CTRO. DE JYP MIJD-MECHA(MOV. IND.,JUST.Y DIG.-MECHA)J.J. CASTELLI",CHACO,,,J.J. CASTELLI,"MZNA. 5 PARCELA 11 S/N, J.J. CASTELLI, CHACO, Argentina",MZNA. 5 PARCELA 11 S/N,3705,,S/ DATO,2012-06-18,30,,
Centro de jubilados,,,"COMISION Y CTRO. DE JYP ""MIJD MECHA""",CHACO,,,MIRAFLORES,"PLANTA URBANA S/N, MIRAFLORES, CHACO, Argentina",PLANTA URBANA S/N,3705,,S/ DATO,2012-06-18,30,,
Centro de jubilados,,,"CTRO. VET.DE GUERRA JYP ""2 DE ABRIL"" CASTELLI",CHACO,,,J.J.CASTELLI,"HEROES DE MALVINAS 55, J.J.CASTELLI, CHACO, Argentina",HEROES DE MALVINAS 55,3705,,L A V 9 A 11 HS,1995-09-14,24,,
Centro de jubilados,,,CTRO. DE VETERANOS DE GUERRA SOLDADO FERNANDEZ REMIGIO,CHACO,,,JUAN JOSE CASTELLI,"AV. HEROES DE MALVINAS 65, JUAN JOSE CASTELLI, CHACO, Argentina",AV. HEROES DE MALVINAS 65,3705,,S/ DATO,2012-03-15,20,,
Centro de jubilados,,,MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS DE MIRAFLORES,CHACO,,,MIRAFLORES,"PALO SANTO  S/N, MIRAFLORES, CHACO, Argentina",PALO SANTO  S/N,3705,,LUN. A VIE. DE 8 A 12 HS.,2006-04-03,24,,
Centro de jubilados,,,ASOC. CIVIL DE MAYORES ADULTOS DE VIILA RIO BERMEJITO,CHACO,,,VILLA BERMEJITO,"PLANTA URBANA S/N, VILLA BERMEJITO, CHACO, Argentina",PLANTA URBANA S/N,3703,,S/ DATO,2013-07-25,54,,
Centro de jubilados,,,C JYP CIPRIANO MACIEL DE AVIA TERAI,CHACO,,,AVIA TERAI,"CALLE 12  E/ 11 Y 13 S/N, AVIA TERAI, CHACO, Argentina",CALLE 12  E/ 11 Y 13 S/N,3706,,LUN. A VIE. 8 A 11 HS.,1998-03-03,143,,
Centro de jubilados,,,C JYP NAC DE CAMPO LARGO,CHACO,,,CAMPO LARGO,"JUAN DE DIOS ROBLES S/N, CAMPO LARGO, CHACO, Argentina",JUAN DE DIOS ROBLES S/N,3716,,LUN. A VIE. 8 A 12 HS.,1984-08-07,250,,
Centro de jubilados,,,CENTRO DE JYP EVA PERON DE NAPENAY,CHACO,,,NAPENAY,"PLANTA URBANA   S/N°, NAPENAY, CHACO, Argentina",PLANTA URBANA   S/N°,3706,,LUN A VIER DE 8 A 11hs,2001-12-20,80,,
Centro de jubilados,,,C JYP NAC DE PUERTO TIROL,CHACO,,,PUERTO TIROL,"FORMOSA S/N, PUERTO TIROL, CHACO, Argentina",FORMOSA S/N,3505,,LUN. A VIE. 7 A 14 HS.,1984-06-22,300,,
Centro de jubilados,,,CIRCULO DE LA TERCERA EDAD,CHACO,,,PUERTO TIROL,"BARRIO 9 DEJULIO S/Nº, PUERTO TIROL, CHACO, Argentina",BARRIO 9 DEJULIO S/Nº,3505,,LUN A VIE 15 A 18 HS.,2004-05-13,88,,
Centro de jubilados,,,C JYP DE CIERVO PETISO,CHACO,,,CIERVO PETISO,"PLANTA URBANA S/N, CIERVO PETISO, CHACO, Argentina",PLANTA URBANA S/N,3515,,LUN. A VIE. 8 A12 HS.,1995-04-19,70,,
Centro de jubilados,,,"CENTRO DE JYP NACIONALES ""EL ZAPALLAR""",CHACO,,,GRAL. JOSE DE SAN MARTIN,"CHILE 460, GRAL. JOSE DE SAN MARTIN, CHACO, Argentina",CHILE 460,3509,,LUN. A VIE. 8 A 11 HS.,1984-10-24,410,,
Centro de jubilados,,,C JYP NAC SANMARTINIANO,CHACO,,,GENERAL SAN MARTIN,"GUEMES  42, GENERAL SAN MARTIN, CHACO, Argentina",GUEMES  42,3509,,LU A VI 7/30 A 11/30 HS,1996-09-13,335,,
Centro de jubilados,,,"CENTRO DE JUBILADOS ""GRAL. SAN MARTIN"" DEL BARRIO FELICIDAD",CHACO,,,GENERAL SAN MARTIN,"BARRIO FELICIDAD S/N, GENERAL SAN MARTIN, CHACO, Argentina",BARRIO FELICIDAD S/N,3509,,S / DATO,2008-07-31,55,,
Centro de jubilados,,,"CTRO. VET.DE GUERRA ""2 DE ABRIL"" GRAL SAN MARTIN",CHACO,,,GRAL. SAN MARTIN,"URQUIZA  245, GRAL. SAN MARTIN, CHACO, Argentina",URQUIZA  245,3509,,,1996-07-25,16,,
Centro de jubilados,,,ASOCIACION DEPARTAMENTAL DE VETERANOS DE GUERRA Y OTROS,CHACO,,,GENERAL SAN MARTIN,"B°56-VNDA. MZNA. 43 PC.10 S/N, GENERAL SAN MARTIN, CHACO, Argentina",B°56-VNDA. MZNA. 43 PC.10 S/N,3509,,S/ DATO,2009-03-04,37,,
Centro de jubilados,,,C JYP NAC DE LA LOCALIDAD DE LA EDUVIGIS,CHACO,,,LA EDUVIGIS,"PLANTA URBANA S/N, LA EDUVIGIS, CHACO, Argentina",PLANTA URBANA S/N,3507,,UNA VEZ POR SEMANA,1995-11-24,70,,
Centro de jubilados,,,ASOC. CIVIL DE CENTRO DE JYP NACIONALES SANTA RITA,CHACO,,,LA EDUVIGIS,"PLANTA URBANA S/N, LA EDUVIGIS, CHACO, Argentina",PLANTA URBANA S/N,3507,,S/ DATO,2011-06-28,45,,
Centro de jubilados,,,C JYP DE LAGUNA LIMPIA,CHACO,,,LAGUNA LIMPIA,"AV RIOS AVALO  S/Nº, LAGUNA LIMPIA, CHACO, Argentina",AV RIOS AVALO  S/Nº,3515,,LU A VI 8 A 12 HS,1993-03-23,120,,
Centro de jubilados,,,C JYP NAC LA ESPERANZA PAMPA ALMIRON,CHACO,,,PAMPA ALMIRON,"25 DE MAYO  S/Nº, PAMPA ALMIRON, CHACO, Argentina",25 DE MAYO  S/Nº,3807,,L A V 16/18 A MI V 8/11,1987-08-14,50,,
Centro de jubilados,,,C JYP DE PAMPA DEL INDIO,CHACO,,,PAMPA DEL INDIO,"CORRIENTES  S/N, PAMPA DEL INDIO, CHACO, Argentina",CORRIENTES  S/N,3531,,LUNES A VIERNES 8 A 11,1987-08-14,72,,
Centro de jubilados,,,CENTRO DE JYP NACIONALES DE PRESIDENCIA ROCA,CHACO,,,PRESIDENCIA ROCA,"AV. LIB GRAL SAN MARTIN 385, PRESIDENCIA ROCA, CHACO, Argentina",AV. LIB GRAL SAN MARTIN 385,3511,,LUNES A VIERNES 8 A 12HS,1986-01-09,87,,
Centro de jubilados,,,"ASOC. CIVIL CTRO. DE J.,P. Y RETIRADOS NACIONALES SELVAS DEL RIO DE ORO",CHACO,,,SELVAS DEL RIO DE ORO,"S/ NOMBRE S/ N, SELVAS DEL RIO DE ORO, CHACO, Argentina",S/ NOMBRE S/ N,3507,,S/ DATO,2011-09-22,58,,
Centro de jubilados,,,C JYP NAC DE TRES ISLETAS,CHACO,,,TRES ISLETAS,"ALBERDI   602, TRES ISLETAS, CHACO, Argentina",ALBERDI   602,3703,,LUN. A VIE. 8 A 12 HS.,1991-11-13,470,,
Centro de jubilados,,,"CENTRO DE VETERANOS DE GUERRA EN MALVINAS ""2 DE ABRIL""",CHACO,,,TRES ISLETAS,"QTA.27 - MZNA. 4 - PLA.19 S/N, TRES ISLETAS, CHACO, Argentina",QTA.27 - MZNA. 4 - PLA.19 S/N,3703,,LU A VIE 8 / 11,2010-03-26,28,,
Centro de jubilados,,,C JYP DE CORONEL DU GRATY,CHACO,,,CORONEL DU GR,"ALBERDI  331, CORONEL DU GR, CHACO, Argentina",ALBERDI  331,3541,,LUN A VIER DE 8 A 12hs,1987-09-15,150,,
Centro de jubilados,,,C JYP NAC DE VILLA ANGELA,CHACO,,,VILLA ANGELA,"JUAN B. JUSTO 165, VILLA ANGELA, CHACO, Argentina",JUAN B. JUSTO 165,3540,,LUN. A VIE. 8 A 12 HS.,1984-04-30,300,-27.5795713,-60.7093805
Centro de jubilados,,,C JYP NAC DEL BARRIO SAN JOSE OBRERO,CHACO,,,VILLA ANGELA,"JULIO LORENZO  COBELLO 1231, VILLA ANGELA, CHACO, Argentina",JULIO LORENZO  COBELLO 1231,3540,,LUN.A VIE. 8 A 12 HS.,1993-07-05,322,,
Centro de jubilados,,,NUEVO C JYP NAC. SAN CAYETANO,CHACO,,,VILLA ANGELA,"25 DE MAYO 154, VILLA ANGELA, CHACO, Argentina",25 DE MAYO 154,3540,,LU A VIE 8 A 12 ,1997-07-15,280,-27.5673616,-60.7116674
Centro de jubilados,,,"ASOC DE VET DE GUERRA, ISLAS MALVINAS ""SOLDADO LUIS ROBERTO FERNANDEZ""",CHACO,,,VILLA ANGELA,"JUAN B JUSTO 425, VILLA ANGELA, CHACO, Argentina",JUAN B JUSTO 425,3540,,L A V 8 A 12,1995-09-14,50,-27.5795713,-60.7093805
Centro de jubilados,,,CENTRO DE JYP NAC DE LAS BREÑAS,CHACO,,,LAS BREÑAS,"BARTOLOME MITRE  1756, LAS BREÑAS, CHACO, Argentina",BARTOLOME MITRE  1756,3722,,LU A VIE DE 8 A12HS,1984-07-26,500,-27.0935872,-61.0783294
Centro de jubilados,,,C JYP DE PRESIDENCIA DE LA PLAZA,CHACO,,,PCIA. DE LA PLAZA,"PEREZ BERNARDO 543, PCIA. DE LA PLAZA, CHACO, Argentina",PEREZ BERNARDO 543,3536,,LUN. A VIE. 8 A 12 HS.,1990-08-03,520,,
Centro de jubilados,,,"ASOCIACION CIVIL CTRO. DE JYP NACIONALES ""SIMON BOLIVAR""",CHACO,,,PRESIDENCIA DE LA PLAZA,"GARCIA GUILLEN E IRIGOYEN S/N, PRESIDENCIA DE LA PLAZA, CHACO, Argentina",GARCIA GUILLEN E IRIGOYEN S/N,3536,,L A V X LA MAÑANA,2009-03-02,31,,
Centro de jubilados,,,C JYP NAC FE Y ESPERANZA PAMI COLONIA BENITEZ,CHACO,,,COLONIA BENÍTEZ,"AV  CENTENARIO 99, COLONIA BENÍTEZ, CHACO, Argentina",AV  CENTENARIO 99,3505,,,1997-04-18,180,,
Centro de jubilados,,,C JYP SAN ANTONIO,CHACO,,,MARGARITA BELEN,"PLANTA URBANA S/N, MARGARITA BELEN, CHACO, Argentina",PLANTA URBANA S/N,3505,,L A V 8 A 11,1993-02-03,70,,
Centro de jubilados,,,CTRO. DE JYP. NAC. FE Y EPERANZA,CHACO,,,MARGARITA BELEN,"JUAN  PELLIZARDI S/N, MARGARITA BELEN, CHACO, Argentina",JUAN  PELLIZARDI S/N,3505,,LUN. A VIE 8 A 12 HS.,2000-11-30,75,,
Centro de jubilados,,,C JYP NAC DE QUITILIPI,CHACO,,,QUITILIPI,"LA PAMPA  68, QUITILIPI, CHACO, Argentina",LA PAMPA  68,3530,,LUN A VIE 8 A 11 HS.,1985-07-15,600,,
Centro de jubilados,,,ASOCIACION CIVIL VETERANOS DE GUERRA DE MALVINAS ATLANTICO SUR,CHACO,,,QUITILIPI,"AVDA. 25 DE MAYO 552, QUITILIPI, CHACO, Argentina",AVDA. 25 DE MAYO 552,3530,,S/ DATO,2010-07-28,54,-26.8687444,-60.2290359
Centro de jubilados,,,C JYP NAC DE BARRANQUERAS,CHACO,,,BARRANQUERAS,"SARGENTO CABRAL 5135, BARRANQUERAS, CHACO, Argentina",SARGENTO CABRAL 5135,3503,,LUN. A VIE. 8 A 12 HS.,1988-04-30,490,-27.4838233326531,-58.9329605183673
Centro de jubilados,,,CTRO DE JUB NAC Y PCIAL DE LA CIUDAD DE BARRANQUERAS,CHACO,,,BARRANQUERAS,"AV. 9 DE JULIO 4755, BARRANQUERAS, CHACO, Argentina",AV. 9 DE JULIO 4755,3503,,LUN. A VIE. 8 A 12 HS.,1995-11-22,400,-27.4944423,-58.9375555
Centro de jubilados,,,CIRCULO JYP DE LA MARINA MERCANTE DE BARRANQUERAS CHACO,CHACO,,,BARRANQUERAS,"GOBERNADOR GOITIA 50, BARRANQUERAS, CHACO, Argentina",GOBERNADOR GOITIA 50,3503,,LUN. A VIE. 8 A 11 HS.,1997-04-17,180,-27.4873081,-58.9261707
Centro de jubilados,,,C JYP NAC 21 DE SETIEMBRE CIUDAD DE BARRANQUERAS,CHACO,,,BARRANQUERAS,"AV. LAPRIDA  5689, BARRANQUERAS, CHACO, Argentina",AV. LAPRIDA  5689,3503,,L A V 8/11,1998-10-28,121,-27.4889560346939,-58.9291858265306
Centro de jubilados,,,CENTRO DE JYP LAS MALVINAS,CHACO,,,RESISTENCIA,"AV BELGRANO 1131, RESISTENCIA, CHACO, Argentina",AV BELGRANO 1131,3500,,lu a vi 8 a 11 hs,1999-01-20,35,-27.4561279102041,-59.0006205897959
Centro de jubilados,,,"FEDERACION CHAQUEÑA DE INSTITUCIONES DE JUB, PENS, NAC Y PROVINCIALES",CHACO,,,BARRANQUERAS,"SARGENTO CABRAL 5135, BARRANQUERAS, CHACO, Argentina",SARGENTO CABRAL 5135,3503,,LUN A VIE DE 8 A 10 HS.-,2005-03-28,20,-27.4838233326531,-58.9329605183673
Centro de jubilados,,,ASOCIACION CIVIL CENTRO DE JYP NACIONALES SAN JORGE,CHACO,,,BARRANQUERAS,"SAUCE 445, BARRANQUERAS, CHACO, Argentina",SAUCE 445,3503,,L A V 8/11 ,2009-08-26,25,-27.4874243530612,-58.9532047714286
Centro de jubilados,,,ASOC. CIVIL CTRO. DE ADULTOS MAYORES BARRIO LA LOMA,CHACO,,,BARRANQUERAS,"RISSIONE 5545, BARRANQUERAS, CHACO, Argentina",RISSIONE 5545,3503,,L A V 8-11 HS,2011-01-10,43,-27.4809488,-58.9230101
Centro de jubilados,,,C DE JYP DE BASAIL,CHACO,,,BASAIL,"PLANTA URBANA  S/N, BASAIL, CHACO, Argentina",PLANTA URBANA  S/N,3516,,LUN A VI 8 A 12 HS,1991-07-24,150,,
Centro de jubilados,,,C JYP NAC DE FONTANA,CHACO,,,FONTANA,"AV. SARMIENTO S/N, FONTANA, CHACO, Argentina",AV. SARMIENTO S/N,3514,,LUN. A VIE. 8 A 12 HS.,1988-04-30,400,,
Centro de jubilados,,,CENTRO DE JUBILADOS NORMA PLA,CHACO,,,  FONTANA,"B° 444 V. MZ. 55 CASA 24 S/N,   FONTANA, CHACO, Argentina",B° 444 V. MZ. 55 CASA 24 S/N,3514,,S / DATO,2007-12-06,38,,
Centro de jubilados,,,C JYP NAC DE PUERTO VILELAS,CHACO,,,PUERTO VILELAS,"MENDOZA S/N, PUERTO VILELAS, CHACO, Argentina",MENDOZA S/N,3503,,"LUN. A VIE. 8 A 12 HS,",1988-04-30,273,,
Centro de jubilados,,,ASOC JYP NAC DEL CHACO,CHACO,,,RESISTENCIA,"ARTURO ILLIA 1712, RESISTENCIA, CHACO, Argentina",ARTURO ILLIA 1712,3500,,LUN. A VIE. 8 A 12 HS.,1984-04-30,700,-27.4667005877551,-58.9726184836735
