provincia_id,provincia,ugl_id,ugl,tipo,agencia_id,agencia,localidad,direccion,cp,telefono,fax,pami_escucha,actividades,prestaciones_medicas,responsable,lat,lon
2,BUENOS AIRES,11,XI-MAR DEL PLATA,agencia,259,AG. RAUCH,RAUCH,GARRALDA 294,7203,02297-442429,,,,,,-36.775966,-59.093295
2,BUENOS AIRES,11,XI-MAR DEL PLATA,agencia,260,AG. GONZALEZ CHAVES,GONZALEZ CHAVEZ,LAVALLE 65,7513,02983-484144,,,,,,-38.03349,-60.095265
2,BUENOS AIRES,11,XI-MAR DEL PLATA,agencia,672,BOCA DE ATENCION TUCUMAN,MAR DEL PLATA,TUCUMÁN 2271,7600,0223- 495-8612 / 4392,,,,,,-38.007086,-57.544545
2,BUENOS AIRES,11,XI-MAR DEL PLATA,agencia,686,BOCA DE ATENCION CONSTITUCION,MAR DEL PLATA,CONSTITUCIÓN 5988,7600,,,,,,,-37.960271,-57.563964
2,BUENOS AIRES,29,XXIX-MORON,ugl,0,,MORON,SAN MARTIN 444,1708,CONMUTADOR: 011-4133-3000,,,"Yoga otras técnicas orientales, actividad acuática, danzas, huertas granjas, diferenc. en géneros en el envej., capac. y transf, de tec. en lideraz. comunit. a organiz., historia y tradiciones",4133-3026,LIC. CLAUDIO MARCELO RIGHES,-34.6533866,-58.6227128
2,BUENOS AIRES,29,XXIX-MORON,agencia,551,AG. HURLINGHAM,HURLINGHAM,JUAN DIAZ DE SOLIS 1308,1686,4662-5673 / 4665-6020 / 9005,,,,,,-34.591583,-58.634852
2,BUENOS AIRES,29,XXIX-MORON,agencia,552,AG. ITUZAINGO,ITUZAINGO,LOS POZOS 126,1714,4623-4536,4661-3163 / 3160,,,,,-34.661681,-58.668112
2,BUENOS AIRES,29,XXIX-MORON,agencia,553,AG. MERLO,MERLO,AVDA. ARGENTINA 1245,1722,0220-4854999 / 4851435,0220-4825662 / 4838290 / 4867689,,"gimnasia, narración, historia / tradiciones, sexualidad",,,-34.673806,-58.724073
2,BUENOS AIRES,29,XXIX-MORON,agencia,554,AG. MORENO,MORENO,ALCORTA 2454,1744,0237-4635352 / 4623813 / 4635133,0237-4623813,,"Gimnasia, artesanías / manualidades",,,-34.651885,-58.785764
2,BUENOS AIRES,29,XXIX-MORON,agencia,673,BOCA DE ATENCION LA TORCACITA,ITUZAINGO,SANTOS VEGA Y QUIROGA,1713,4621-0183,,,,,,-34.610959,-58.70077
2,BUENOS AIRES,29,XXIX-MORON,agencia,681,BOCA DE ATENCION SAN ALBERTO,ITUZAINGO,CORONEL PRINGLES 2740,1714,4481-5412,,,,,,-34.647667,-58.705512
2,BUENOS AIRES,29,XXIX-MORON,agencia,693,BOCA DE ATENCION MORON SUR,MORON,AV BARADERO 1340,1708,,,,,,,-34.689598,-58.63659
2,BUENOS AIRES,30,XXX-AZUL,ugl,0,,AZUL,SAN MARTIN 500,7300,02281-425269 / 424467 / 431570 / 430700 / 430888 / 431571 / 433639 / 430120 / 433227,02281-422782,02281-430700,"Gimnasia, técnicas de trabajo corporal, memora, artesanías / manualidades, festejos locales, paseos salidas locales breves con fines recreativos, alimentación saludable, voluntariado, encuentros vivenciales, danzas, yoga otras técnicas orientales, canto / coro",02281-433639,DRA. ADRIANA CAPUANO,-36.77874,-59.862609
2,BUENOS AIRES,30,XXX-AZUL,agencia,556,AG. LAS FLORES,LAS FLORES,SAN MARTIN 623,7200,"02244-453028, 02244-451000",,,Danzas,,,-36.015956,-59.09808
2,BUENOS AIRES,30,XXX-AZUL,agencia,557,AG. SALADILLO,SALADILLO,MORENO 2971,7260,02344-453472,,,,,,-35.637872,-59.779494
2,BUENOS AIRES,30,XXX-AZUL,agencia,558,AG. ROQUE PEREZ,ROQUE PEREZ,9 DE JULIO 1266,7245,02227-491508,,,"Danzas, Yoga otras técnicas orientales",,,-35.398146,-59.333646
2,BUENOS AIRES,30,XXX-AZUL,agencia,559,AG. GRAL. ALVEAR,GENERAL ALVEAR,SAN MARTIN 679,7263,02344-481021,,,,,,-36.021301,-60.013897
2,BUENOS AIRES,30,XXX-AZUL,agencia,560,AG. TAPALQUE,TAPALQUE,PEDRO BIOY 102,7303,02283-420068,,,,,,-36.355366,-60.022953
2,BUENOS AIRES,30,XXX-AZUL,agencia,561,AG. CHILLAR,CHILLAR,CORTAZAR 734,7311,02281-497022,,,,,,-37.313656,-59.984071
2,BUENOS AIRES,30,XXX-AZUL,agencia,562,AG. CACHARI,CACHARI,RIVADAVIA 1697,7214,02281-481002,,,,,,-36.379383,-59.502794
2,BUENOS AIRES,30,XXX-AZUL,agencia,563,AG. OLAVARRIA,OLAVARRIA,DORREGO 2635,7400,02284-425760 / 422318,,,"Yoga otras técnicas orientales, computación, gimnasia, actividad física y caminatas recreativas, danzas, artesanías / manualidades, controles médicos en salud, alimentación saludable",,,-36.891343,-60.322176
2,BUENOS AIRES,30,XXX-AZUL,agencia,564,AG. LAPRIDA,LAPRIDA,AVDA. PEDRO PEREYRA 1339,7414,02285-420133,,,"Danzas, Yoga otras técnicas orientales",,,-37.545283,-60.798942
2,BUENOS AIRES,30,XXX-AZUL,agencia,565,AG. DAIREAUX,DAIREAUX,PELLEGRINI 389,6555,02316-452679,,,Computación,,,-36.59925,-61.745871
2,BUENOS AIRES,30,XXX-AZUL,agencia,566,AG. BOLIVAR,BOLIVAR,OLAVARRIA 262,6550,02314-427570/427292,,,"Danzas, artesanías / manualidades",,,-36.229008,-61.111929
2,BUENOS AIRES,30,XXX-AZUL,agencia,567,AG. GENERAL LAMADRID,GENERAL LAMADRID,MORENO 614,7406,02286-420365,,,,,,-37.246011,-61.26209
2,BUENOS AIRES,30,XXX-AZUL,agencia,568,AG. SIERRAS BAYAS,SIERRAS BAYAS,RIVADAVIA 2204,7403,02284-492241,,,,,,-36.931987,-60.16089
2,BUENOS AIRES,30,XXX-AZUL,agencia,569,AG. SALAZAR,SALAZAR,SARMIENTO 373,6471,,,,,,,-36.306082,-62.201353
2,BUENOS AIRES,31,XXXI-JUNIN,ugl,0,,JUNIN,BARTOLOME MITRE 24,6000,0236-4423420 / 4420499 / 4432667 / 4441250,0236-4427444,0236-4433195,,int. 28 / 18 / 16 / 26,INTERVENTORA CDORA. MELINA ZULAICA,-34.5937223,-60.94583729999999
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,571,AG. GRAL. PINTO,GENERAL PINTO,ALSINA 464,6050,02356-420220,,,,,,-34.764426,-61.892037
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,572,AG. LINCOLN,LINCOLN,MORENO 66,6070,02355-423351,,,,,,-34.867166,-61.532003
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,573,AG. GRAL. VILLEGAS,GENERAL VILLEGAS,ARENALES 368,6230,03388-421444,,,,,,-35.034354,-63.018011
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,574,AG. GRAL. ARENALES,GENERAL ARENALES,AVDA. ALVEAR 161,6005,02353-460304,,,,,,-34.302695,-61.303757
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,575,AG. GRAL. VIAMONTE,GENERAL VIAMONTE,COLIQUEO 130,6015,02358-442548,,,,,,-35.00281,-61.036802
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,576,AG. VEDIA,VEDIA,LAVALLE 90,6030,02354-420359,,,,,,-34.495823,-61.539513
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,577,AG. ROJAS,ROJAS,EVA PERON 544,2705,02475-4624587,,,,,,-34.198706,-60.73303
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,578,AG. AMEGHINO,AMEGHINO,CALLE 5 ESQ. 24,6064,03388-471200,,,,,,-34.844733,-62.466681
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,579,AG. ROBERTS,ROBERTS,SARMIENTO 1232,6075,02355-49812,,,,,,-35.143529,-61.968477
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,580,AG. PERGAMINO,PERGAMINO,SAN MARTIN 637,2700,0247-7427070 / 4075 / 9653 / 9070,,,,,,-33.895675,-60.574196
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,581,AG. COLON,COLON,CALLE 47 NRO. 759,2720,02473-421895,,,,,,-33.895604,-61.102999
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,582,AG. SAN NICOLAS,SAN NICOLAS,BME. MITRE 381,2900,0336-4434337,,,"Gimnasia, caminata, paseos salidas locales breves con fines recreativos, yoga otras técnicas orientales, danzas, actividades acuáticas, literatura, memoria",,,-33.334006,-60.222334
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,583,AG. RAMALLO,RAMALLO,AV. DEL LIB. GRAL. SAN MARTIN 550,2915,03407-421295,,,,,,-33.497047,-60.06198
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,584,AG. PEREZ MILLAN,PEREZ MILLAN,MORENO S/NRO.,2933,03329-492175,,,,,,-33.770657,-60.092837
2,BUENOS AIRES,31,XXXI-JUNIN,agencia,697,BOCA DE ATENCION LA EMILIA,SAN NICOLAS,E. FERREIRA 308,2901,,,,,,,-33.34996,-60.316579
2,BUENOS AIRES,32,XXXII-LUJAN,ugl,0,,LUJAN,SAN MARTIN ESQ. COLON,6700,CONMUTADOR: 02323 40-9200,02323-424649,02323-423154,"Alimentación saludable, controles médicos en salud, enfermedades endócrino metabólicas, juegos, actividad acuática, técnicas de trabajo corporal, danzas, gimnasia, memoria, yoga otras técnicas orientales, arte culinario, caminatas",02323-430547 int. 219 /236,LIC. GUIDO BORDACHAR,-34.5701599,-59.1173134
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,586,AG. SAN ANDRES DE GILES,SAN ANDRES DE GILES,25 DE MAYO 401,6720,02325-442081,,,"Canto / coro, reflexión, yoga otras técnicas orientales, danzas, teatro, gimnasia",,,-34.440522,-59.445223
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,587,AG. GRAL. RODRIGUEZ,GENERAL RODRIGUEZ,SARMIENTO 576,1748,0237-4840001,,,,,,-34.605255,-58.955559
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,588,AG. MERCEDES,MERCEDES,CALLE 25 NRO. 369 ESQ 16,6600,02324-423938 / 420169,,,"Yoga otras técnicas orientales, gimnasia, caminatas, enfermedades endócrino metabólicas, alimentación saludable, reflexión",,,-34.653068,-59.430674
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,589,AG. PILAR,PILAR,PEDRO LAGRAVE 342,1629,0230-4428510 / 4423057,,,"Violencia familiar, artesanías / manualidades, memoria, bordado, alimentación saludable, actividad acuática, caminatas",,,-34.456872,-58.90994
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,590,AG. SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,ALVEAR 557,2760,02326-452004,,,,,,-34.247089,-59.467903
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,591,AG. MARCOS PAZ,MARCOS PAZ,ARISTOBULO DEL VALLE 2098,1727,0220-4772976 / 79,,,"Gimnasia, controles médicos en salud, enfermedades endócrino metabólicas, memoria",,,-34.784466,-58.836554
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,592,AG. CAPILLA DEL SENOR,CAPILLA DEL SEÑOR,JOSE MANUEL ESTRADA 405,2812,02323-492124,,,"Gimnasia, caminatas, enfermedades endócrino metabólicas, danzas, actividad acuática, yoga otras técnicas orientales",,,-34.292201,-59.101964
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,593,AG. NAVARRO,NAVARRO,CALLE 7 NRO. 92,6605,02272-421011,,,,,,-35.003636,-59.273822
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,594,AG. GRAL. LAS HERAS,GENERAL LAS HERAS,25 DE MAYO 1048,1741,0220-4761363,,,,,,-34.926229,-58.948224
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,595,AG. GARIN,GARIN,SARMIENTO 306,1619,03488-470023 / 476609 / 476643,,,,,,-34.41877,-58.734416
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,596,AG. DEL VISO,DEL VISO,LISANDRO DE LA TORRE 7031,1669,02320-300360/361,,,,,,-34.449016,-58.796943
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,597,AG. ZARATE,ZARATE,19 DE MARZO 630,2800,03487-423379 / 424406 / 436850 / 438523,,,Yoga otras técnicas orientales,,,-34.100007,-59.020275
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,598,AG. BARADERO,BARADERO,LAPRIDA 929,2942,03329-480045,,,,,,-33.808963,-59.504535
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,599,AG. LIMA,LIMA,CALLE 6 Nº 63,2806,03487-480314,,,,,,-34.044943,-59.197472
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,602,AG. PRESIDENTE DERQUI,DERQUI,SAN MARTIN 414,1635,02322-4488415,,,,,,-34.491525,-58.844665
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,677,AG. JAUREGUI,JAUREGUI,AV. FLANDES 541,6706,02323-487266/487267,,,,,,-34.598596,-59.177452
2,BUENOS AIRES,32,XXXII-LUJAN,agencia,680,AG. MAQUINISTA SAVIO,MAQUINISTA SAVIO,REPUBLICA DEL PARAGUAY 377 (EX. AGUSTIN JUSTO),1619,0348-4468479,,,,,,-34.40698,-58.775357
2,BUENOS AIRES,35,XXXV-SAN JUSTO,ugl,0,,SAN JUSTO,PERU 2559,1754,CONMUTADOR: 011 4003-1100,4441-3265,,"Yoga otras tpecnicas orientales, actividad acuática, gimnasia, técnicas para el trabajo corporal, juegos de mesa, caminatas, voluntariado, diferenc. en géneros en el envej., alimentación saludable",4003-1117 / 1152,DR. GUSTAVO RICARDO BAILON,-34.6796386,-58.56023109999999
2,BUENOS AIRES,35,XXXV-SAN JUSTO,agencia,624,AG. GONZALEZ CATAN,GONZALEZ CATAN,JOSE LEON LARRE 367,1708,02202-421900,,,,,,-34.697202,-58.600566
2,BUENOS AIRES,35,XXXV-SAN JUSTO,agencia,625,AG. ISIDRO CASANOVA,ISIDRO CASANOVA,ASUNCION 5777,1765,"4625-5731, 4466-0717",,,,,,-34.701577,-58.58389
2,BUENOS AIRES,35,XXXV-SAN JUSTO,agencia,626,AG. TAPIALES,TAPIALES,BOULOGNE SUR MER 1508,1770,4442-1780,,,,,,-34.699707,-58.504218
2,BUENOS AIRES,35,XXXV-SAN JUSTO,agencia,627,AG. GREGORIO DE LAFERRERE,GREGORIO DE LAFERRERE,MURGIONDO 2939,1757,4457-1673,,,,,,-34.749441,-58.583311
2,BUENOS AIRES,35,XXXV-SAN JUSTO,agencia,628,AG. RAMOS MEJIA,RAMOS MEJIA,AVDA. DE MAYO 1270,1704,4464-7183 / 71807 4658 / 4409 44456-6237/1572 INT. 103,,,,,,-34.653015,-58.563291
2,BUENOS AIRES,35,XXXV-SAN JUSTO,agencia,629,AG. JUAN MANUEL DE ROSAS,VIRREY DEL PINO,AV. GRAL.M. DE ROSAS 17988,1759,02202-436242,,,,,,-34.790704,-58.629702
2,BUENOS AIRES,37,XXXVII-QUILMES,ugl,0,,QUILMES,ANDRES BARANDA 1265,1878,CONMUTADOR: 011 4350-7600,402 / 403,4350-7600,,,DRA. NORA CUESTAS,-34.7277678,-58.2676216
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,639,AG. QUILMES,QUILMES,LAVALLE 683,1878,4253-6094 / 95 / 96 / 97 DIRECTO: 4257-3225 4254-9577,,,"Actividad acuática, gimnasia, memoria",,,-34.723361,-58.25621
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,640,AG. FLORENCIO VARELA,FLORENCIO VARELA,RIVADAVIA 78,1888,4237-1085/1056,,,,,,-34.751451,-58.225096
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,641,AG. BERAZATEGUI,BERAZATEGUI,CALLE 146 NRO. 1253,1884,4256-3781,4226-0370,,,,,-34.761499,-58.212844
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,642,AG. S. FRANCISCO SOLANO,SAN FRANCISCO SOLANO,CALLE 895 NRO. 4552 UF 3,1881,4212-1197,,,,,,-34.789083,-58.302408
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,645,AG. EL CRUCE DE F VARELA,FCIO. VARELA,HIPOLITO YRIGOYEN 1213,1888,4255-4749 / 3961,,,,,,-34.785682,-58.271381
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,674,AG. HUDSON,BARRIO MARITIMO - HUDSON,CALLE 52 NRO. 3125,1885,02229-443184,,,,,,-34.807179,-58.186426
2,BUENOS AIRES,37,XXXVII-QUILMES,agencia,682,AG. BOSQUES,BOSQUES,LUJAN 1420 (Calle 938),1889,4221-3712 / 5556,,,,,,-34.827169,-58.226537
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,ugl,0,,CHIVILCOY,Villarino 345,6620,CONMUTADOR: 02346 43-9200,,,"Canto / coro, boletín, gimnasia, caminatas, paseoe salidas locales breves con fines recreativos, paricipación en torneo, juegos",Internos: 103 / 134,Dra. Marta Beatriz HACHA,-34.90218340000001,-60.02524039999999
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,647,AG. CHACABUCO,CHACABUCO,ZAPIOLA 177,6740,02352-429090,,,,,,-34.641788,-60.46575
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,648,AG. 25 DE MAYO,25 DE MAYO,CALLE 30 NRO. 1004,6660,02345-462173,,,"Gimnasia, danzas, yoga otras técnicas orientales",,,-35.429571,-60.17311
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,649,AG. CARMEN DE ARECO,CARMEN DE ARECO,SAN MARTIN 486,6725,02273-442002,,,,,,-34.38097,-59.82277
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,650,AG. SUIPACHA,SUIPACHA,1RO. DE MAYO 250,6612,02324-480073,,,,,,-34.773433,-59.685184
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,651,AG. NORBERTO DE LA RIESTRA,NORBERTO DE LA RIESTRA,AV.SARGENTO CABRAL 425,6663,02343-440050,,,,,,-35.274196,-59.766036
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,652,AG. 9 DE JULIO,9 DE JULIO,AV. VEDIA 564,6500,02317-432345 427065 / 66 423838 427177,,,Gimnasia,,,-35.447526,-60.884614
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,653,AG. BRAGADO,BRAGADO,BELGRANO 1238,6640,02342-430692,,,,,,-35.114871,-60.489846
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,654,AG. PEHUAJO,PEHUAJO,GUTIERREZ 575,6450,02396-473919,,,"Gimnasia, caminatas, enfermedades endócrino metabólicas",,,-35.81101,-61.895753
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,655,AG. CARLOS CASARES,CARLOS CASARES,CECILIA BORJA 131,6530,02395-453110,,,,,,-35.623361,-61.362898
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,656,AG. CARLOS TEJEDOR,CARLOS TEJEDOR,SAN MARTIN Y GARRE,6455,02357-420848,,,,,,-35.390677,-62.419235
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,657,AG. HENDERSON,HENDERSON,ESPAÑA Y MORENO,6465,02314-452029,,,,,,-36.300306,-61.718534
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,658,AG. FACUNDO QUIROGA,FACUNDO QUIROGA,AV. SAN LUIS 529,6533,02317-491345,,,,,,-35.281389,-61.424561
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,659,AG. MOQUEHUA,MOQUEHUA,YAPEYU 238,6625,02346-491288,,,,,,-35.092647,-59.774233
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,660,AG. ALBERTI,ALBERTI,VERGARA Y MORENO,6634,02346-470289,,,,,,-35.032729,-60.280386
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,661,AG. GENERAL O'BRIEN,GENERAL O'BRIEN,RIVADAVIA 395,6646,02342-498434,,,,,,-34.908141,-60.760363
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,662,AG. TRES ALGARROBOS,TRES ALGARROBOS,BALBIANI Y 25 DE MAYO,6231,03388-492588,,,,,,-35.194836,-62.773136
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,663,AG. RIVADAVIA,RIVADAVIA,GENERAL RODRIGUEZ 71,6237,02478- 452660,,,,,,-35.490586,-62.974455
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,664,AG. TRENQUE LAUQUEN,TRENQUE LAUQUEN,SAN MARTIN 80,6400,02392-424627,,,,,,-35.968281,-62.735499
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,665,AG. ARRECIFES,ARRECIFES,DR. CARLOS MERLASSINO 700,2740,02478-452660,,,,,,-34.065494,-60.105522
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,666,AG. SALTO,SALTO,MORENO ESQ. SARMIENTO,2741,02474-423271,,,,,,-34.292679,-60.252936
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,667,AG. CTAN. SARMIENTO,CAPITAN SARMIENTO,VICENTE L. Y PLANES 746,2752,02478-481778,,,,,,-34.169595,-59.789511
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,668,AG. SAN PEDRO,SAN PEDRO,AV. 3 DE FEBRERO 55,2930,03329-424391 / 420541,,,,,,-33.680586,-59.667159
2,BUENOS AIRES,38,XXXVIII CHIVILCOY,agencia,669,AG. SANTA LUCIA,SANTA LUCIA,SAN MARTIN 154,2935,03329-491544,,,,,,-33.880713,-59.875814
3,CATAMARCA,24,XXIV-CATAMARCA,ugl,0,,CATAMARCA,SAN MARTIN 680,4700,0383-4451061,0383-4430687,0383-4432322,,int. 108,DR. SERGIO DANIEL ORELLANA BARRERA,-28.4693935,-65.7772383
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,468,AG. BELEN,BELEN,GRAL. ROCA 192,4750,03835-461525,,,"Artesanías / manualidades, danzas, gimnasia",,,-27.650005,-67.027123
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,469,AG. SANTA MARIA,SANTA MARIA,SAN MARTIN 380,4139,03838-420355,,,,,,-26.698155,-66.048567
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,470,AG. TINOGASTA,TINOGASTA,COPIAPO 459,5340,03837-420097,,,,,,-28.066603,-67.565882
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,471,AG. ANDALGALA,ANDALGALA,BARCENA 468,4740,03835-422032,,,,,,-27.58384,-66.316581
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,472,AG. RECREO,RECREO,RIVADAVIA 125,5260,03832-427269,,,,,,-29.278276,-65.063703
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,473,AG. POMAN,POMAN,PTE. CASTILLO ESQ. OBISPO ESQUIU,5315,03835-497063,,,,,,-28.39578,-66.218723
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,474,AG. VALLE VIEJO,VILLA DOLORES,PADRE ESQUIU 33,4707,0383-4441569,,,,,,-28.466428,-65.770955
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,475,AG. PIEDRA BLANCA,SAN JOSE,LA CALLECITA RUTA 41 S/NRO.,4709,0383-4492054,0383-3492054,,"Visitas domiciliarias, vejez y ciudadanía",,,-28.395761,-65.704284
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,476,AG. BANADO DE OVANTA,BANADO DE OVANTA,AVDA.NÉSTOR KIRCHNER S/Nº -RUTA NACIONAL 64,4723,383-154675123,,,,,,-28.104995,-65.318749
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,478,AG. CHUMBICHA,CHUMBICHA,BELGRANO ESQ CATAMARCA S/NRO.,4728,0383-4491251,,,,,,-28.852342,-66.235936
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,479,AG. FIAMBALA,FIAMBALA,DIEGO CARRIZO DE FRITES,5345,03837-496483 / 496280,,,,,,-27.690976,-67.619491
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,482,AG. LA MERCED,LA MERCED,MATIAS AREDES S/N,4718,0383-4495213 (TEL. PARTICULAR),,,,,,-28.152947,-65.65954
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,483,AG. LA PUERTA,LA PUERTA,CALLE PRINCIPAL BARRIO EL TALAR,4711,,,,,,,-28.154602,-65.79298
3,CATAMARCA,24,XXIV-CATAMARCA,agencia,484,AG. LA PUERTA DEL CORRAL QUEMADO,PUERTA DEL CORRAL QUEMADO,CALLE PRINCIPAL BARRIO SAN ROQUE,4751,,,,,,,-27.233333,-66.933333
4,CORDOBA,3,III-CORDOBA,ugl,0,,CAPITAL,GENERAL PAZ 370,5000,CONMUTADOR: 0351 413-1600,0351-4131663,138 / 0800-222-7264 � 0351-4131610 fax: 0351-4250348,"Gimnasia, Caminatas, Alimentacion Saludable, Eventos, Controles Medicos en Salud, Festejos Locales, Intercambio Generacional, Historia y Tradiciones, Paseos salidas locales breves con fines recreativos, Rel. De Socio Sanitario Pob. B/Prog. Prev, Relev. Soc. Sanit. de Pob. Afil. en Gral, Reflexión, Derechos Ciudadanos en General, Conoc. y Utiliz. de los Serv. del INSSJyP, Conoc. Y particip. En Org. Que Defienden Derech. De Adult. May., Capac. y Transf. de Tec. en Lideraz. Comunit a Organiz, Vejez y Ciudadania, Yoga Otras Técnicas Orientales, Actividad Acuática, Juegos de Mesa, Prevención del Sedentarismo, Medio Ambiente, Encuentros Vivenciales, Coordinación, Salud Mental, Arte Culinario, Técnicas de Trabajo Corporal, Grupos Autoayuda, Artesanías / Manualidades, Alfabetización",0351-4131634 /35,LIC. FERNANDO GOMEZ ALZUARENA,-31.4109343,-64.18518689999999
4,CORDOBA,3,III-CORDOBA,agencia,43,AG. LA CALERA,LA CALERA,GENARI 510 ESQ. OLCESSE,5151,03543-460970,,,,,,-31.344731,-64.338305
4,CORDOBA,3,III-CORDOBA,agencia,44,AG. VILLA DOLORES,VILLA DOLORES,JOSE MANUEL ESTRADA 138,5870,0354-4420692,0354-4420692,,,,,-31.94284,-65.192277
4,CORDOBA,3,III-CORDOBA,agencia,45,AG. DEAN FUNES,DEAN FUNES,RAMON IRIBARNE 133,5200,03521-420420,,,,,,-30.421662,-64.352682
4,CORDOBA,3,III-CORDOBA,agencia,46,AG. MATIENZO,BARRIO MATIENZO,FUERZA AEREA ARGENTINA 4800 ESQ.RICHARDSON,5010,0351-4650194 / 4650029 / 46500112,,,,,,-31.432371,-64.243328
4,CORDOBA,3,III-CORDOBA,agencia,47,AG. VILLA LIBERTADOR,BARRIO VILLA LIBERTADOR,LA FALDA 5434,5000,4351-4939916 / 4932150,,,,,,-31.47761,-64.212109
4,CORDOBA,3,III-CORDOBA,agencia,48,AG. VA. MARIA DEL RIO SECO,VILLA DE MARIA DEL RIO SECO,RIVADAVIA esq. URUGUAY,5248,03522-422170,,,,,,-29.900931,-63.720753
4,CORDOBA,3,III-CORDOBA,agencia,49,AG. STA. ROSA DE RIO PRIMERO,SANTA ROSA DE RIO PRIMERO,CORRIENTES 346,5133,03574-420086,,,"Juegos, Ropero comunitario, Gimnasia",,,-31.1473,-63.39838
4,CORDOBA,3,III-CORDOBA,agencia,50,AG. VA. DEL ROSARIO,VILLA DEL ROSARIO,CATAMARCA 635,5963,0357-3422010,,,"Gimnasia, Alimentacion Saludable",,,-31.557218,-63.5339
4,CORDOBA,3,III-CORDOBA,agencia,51,AG. JESUS MARIA,JESUS MARIA,DR. ANIBAL VIALE 826,5220,03525-420114 / 42610,,,Yoga Otras,,,-30.975953,-64.095851
