tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_actividades,extra2_prestaciones,extra3_responsable,lat,lon
oficina,agencia,255,AG. GENERAL LAVALLE,BUENOS AIRES,,,GRAL. LAVALLE,DE LA SERNA 1064,DE LA SERNA 1064,7103,02252-491337,,,,-36.405741,-56.943183
oficina,agencia,256,AG. TANDIL,BUENOS AIRES,,,TANDIL,PINTO 869,PINTO 869,7600,0249-4422531/2/4429320/4449521,Yoga otras técnicas orientales,,,-37.325601,-59.13222
oficina,agencia,257,AG. AYACUCHO,BUENOS AIRES,,,AYACUCHO,9 DE JULIO 737,9 DE JULIO 737,7150,02296-451180,,,,-37.152912,-58.489476
oficina,agencia,258,AG. BENITO JUAREZ,BUENOS AIRES,,,BENITO JUAREZ,CORDOBA 95,CORDOBA 95,7020,02292-451280,,,,-37.674565,-59.798244
oficina,agencia,259,AG. RAUCH,BUENOS AIRES,,,RAUCH,GARRALDA 294,GARRALDA 294,7203,02297-442429,,,,-36.775966,-59.093295
oficina,agencia,260,AG. GONZALEZ CHAVES,BUENOS AIRES,,,GONZALEZ CHAVEZ,LAVALLE 65,LAVALLE 65,7513,02983-484144,,,,-38.03349,-60.095265
oficina,agencia,672,BOCA DE ATENCION TUCUMAN,BUENOS AIRES,,,MAR DEL PLATA,TUCUMÁN 2271,TUCUMÁN 2271,7600,0223- 495-8612 / 4392,,,,-38.007086,-57.544545
oficina,agencia,686,BOCA DE ATENCION CONSTITUCION,BUENOS AIRES,,,MAR DEL PLATA,CONSTITUCIÓN 5988,CONSTITUCIÓN 5988,7600,,,,,-37.960271,-57.563964
oficina,ugl,0,,BUENOS AIRES,,,MORON,SAN MARTIN 444,SAN MARTIN 444,1708,CONMUTADOR: 011-4133-3000,"Yoga otras técnicas orientales, actividad acuática, danzas, huertas granjas, diferenc. en géneros en el envej., capac. y transf, de tec. en lideraz. comunit. a organiz., historia y tradiciones",4133-3026,LIC. CLAUDIO MARCELO RIGHES,-34.6533866,-58.6227128
oficina,agencia,551,AG. HURLINGHAM,BUENOS AIRES,,,HURLINGHAM,JUAN DIAZ DE SOLIS 1308,JUAN DIAZ DE SOLIS 1308,1686,4662-5673 / 4665-6020 / 9005,,,,-34.591583,-58.634852
oficina,agencia,552,AG. ITUZAINGO,BUENOS AIRES,,,ITUZAINGO,LOS POZOS 126,LOS POZOS 126,1714,"4623-4536, fax: 4661-3163 / 3160",,,,-34.661681,-58.668112
oficina,agencia,553,AG. MERLO,BUENOS AIRES,,,MERLO,AVDA. ARGENTINA 1245,AVDA. ARGENTINA 1245,1722,"0220-4854999 / 4851435, fax: 0220-4825662 / 4838290 / 4867689","gimnasia, narración, historia / tradiciones, sexualidad",,,-34.673806,-58.724073
oficina,agencia,554,AG. MORENO,BUENOS AIRES,,,MORENO,ALCORTA 2454,ALCORTA 2454,1744,"0237-4635352 / 4623813 / 4635133, fax: 0237-4623813","Gimnasia, artesanías / manualidades",,,-34.651885,-58.785764
oficina,agencia,673,BOCA DE ATENCION LA TORCACITA,BUENOS AIRES,,,ITUZAINGO,SANTOS VEGA Y QUIROGA,SANTOS VEGA Y QUIROGA,1713,4621-0183,,,,-34.610959,-58.70077
oficina,agencia,681,BOCA DE ATENCION SAN ALBERTO,BUENOS AIRES,,,ITUZAINGO,CORONEL PRINGLES 2740,CORONEL PRINGLES 2740,1714,4481-5412,,,,-34.647667,-58.705512
oficina,agencia,693,BOCA DE ATENCION MORON SUR,BUENOS AIRES,,,MORON,AV BARADERO 1340,AV BARADERO 1340,1708,,,,,-34.689598,-58.63659
oficina,ugl,0,,BUENOS AIRES,,,AZUL,SAN MARTIN 500,SAN MARTIN 500,7300,"02281-425269 / 424467 / 431570 / 430700 / 430888 / 431571 / 433639 / 430120 / 433227, fax: 02281-422782","Gimnasia, técnicas de trabajo corporal, memora, artesanías / manualidades, festejos locales, paseos salidas locales breves con fines recreativos, alimentación saludable, voluntariado, encuentros vivenciales, danzas, yoga otras técnicas orientales, canto / coro",02281-433639,DRA. ADRIANA CAPUANO,-36.77874,-59.862609
oficina,agencia,556,AG. LAS FLORES,BUENOS AIRES,,,LAS FLORES,SAN MARTIN 623,SAN MARTIN 623,7200,"02244-453028, 02244-451000",Danzas,,,-36.015956,-59.09808
oficina,agencia,557,AG. SALADILLO,BUENOS AIRES,,,SALADILLO,MORENO 2971,MORENO 2971,7260,02344-453472,,,,-35.637872,-59.779494
oficina,agencia,558,AG. ROQUE PEREZ,BUENOS AIRES,,,ROQUE PEREZ,9 DE JULIO 1266,9 DE JULIO 1266,7245,02227-491508,"Danzas, Yoga otras técnicas orientales",,,-35.398146,-59.333646
oficina,agencia,559,AG. GRAL. ALVEAR,BUENOS AIRES,,,GENERAL ALVEAR,SAN MARTIN 679,SAN MARTIN 679,7263,02344-481021,,,,-36.021301,-60.013897
oficina,agencia,560,AG. TAPALQUE,BUENOS AIRES,,,TAPALQUE,PEDRO BIOY 102,PEDRO BIOY 102,7303,02283-420068,,,,-36.355366,-60.022953
oficina,agencia,561,AG. CHILLAR,BUENOS AIRES,,,CHILLAR,CORTAZAR 734,CORTAZAR 734,7311,02281-497022,,,,-37.313656,-59.984071
oficina,agencia,562,AG. CACHARI,BUENOS AIRES,,,CACHARI,RIVADAVIA 1697,RIVADAVIA 1697,7214,02281-481002,,,,-36.379383,-59.502794
oficina,agencia,563,AG. OLAVARRIA,BUENOS AIRES,,,OLAVARRIA,DORREGO 2635,DORREGO 2635,7400,02284-425760 / 422318,"Yoga otras técnicas orientales, computación, gimnasia, actividad física y caminatas recreativas, danzas, artesanías / manualidades, controles médicos en salud, alimentación saludable",,,-36.891343,-60.322176
oficina,agencia,564,AG. LAPRIDA,BUENOS AIRES,,,LAPRIDA,AVDA. PEDRO PEREYRA 1339,AVDA. PEDRO PEREYRA 1339,7414,02285-420133,"Danzas, Yoga otras técnicas orientales",,,-37.545283,-60.798942
oficina,agencia,565,AG. DAIREAUX,BUENOS AIRES,,,DAIREAUX,PELLEGRINI 389,PELLEGRINI 389,6555,02316-452679,Computación,,,-36.59925,-61.745871
oficina,agencia,566,AG. BOLIVAR,BUENOS AIRES,,,BOLIVAR,OLAVARRIA 262,OLAVARRIA 262,6550,02314-427570/427292,"Danzas, artesanías / manualidades",,,-36.229008,-61.111929
oficina,agencia,567,AG. GENERAL LAMADRID,BUENOS AIRES,,,GENERAL LAMADRID,MORENO 614,MORENO 614,7406,02286-420365,,,,-37.246011,-61.26209
oficina,agencia,568,AG. SIERRAS BAYAS,BUENOS AIRES,,,SIERRAS BAYAS,RIVADAVIA 2204,RIVADAVIA 2204,7403,02284-492241,,,,-36.931987,-60.16089
oficina,agencia,569,AG. SALAZAR,BUENOS AIRES,,,SALAZAR,SARMIENTO 373,SARMIENTO 373,6471,,,,,-36.306082,-62.201353
oficina,ugl,0,,BUENOS AIRES,,,JUNIN,BARTOLOME MITRE 24,BARTOLOME MITRE 24,6000,"0236-4423420 / 4420499 / 4432667 / 4441250, fax: 0236-4427444",,int. 28 / 18 / 16 / 26,INTERVENTORA CDORA. MELINA ZULAICA,-34.5937223,-60.94583729999999
oficina,agencia,571,AG. GRAL. PINTO,BUENOS AIRES,,,GENERAL PINTO,ALSINA 464,ALSINA 464,6050,02356-420220,,,,-34.764426,-61.892037
oficina,agencia,572,AG. LINCOLN,BUENOS AIRES,,,LINCOLN,MORENO 66,MORENO 66,6070,02355-423351,,,,-34.867166,-61.532003
oficina,agencia,573,AG. GRAL. VILLEGAS,BUENOS AIRES,,,GENERAL VILLEGAS,ARENALES 368,ARENALES 368,6230,03388-421444,,,,-35.034354,-63.018011
oficina,agencia,574,AG. GRAL. ARENALES,BUENOS AIRES,,,GENERAL ARENALES,AVDA. ALVEAR 161,AVDA. ALVEAR 161,6005,02353-460304,,,,-34.302695,-61.303757
oficina,agencia,575,AG. GRAL. VIAMONTE,BUENOS AIRES,,,GENERAL VIAMONTE,COLIQUEO 130,COLIQUEO 130,6015,02358-442548,,,,-35.00281,-61.036802
oficina,agencia,576,AG. VEDIA,BUENOS AIRES,,,VEDIA,LAVALLE 90,LAVALLE 90,6030,02354-420359,,,,-34.495823,-61.539513
oficina,agencia,577,AG. ROJAS,BUENOS AIRES,,,ROJAS,EVA PERON 544,EVA PERON 544,2705,02475-4624587,,,,-34.198706,-60.73303
oficina,agencia,578,AG. AMEGHINO,BUENOS AIRES,,,AMEGHINO,CALLE 5 ESQ. 24,CALLE 5 ESQ. 24,6064,03388-471200,,,,-34.844733,-62.466681
oficina,agencia,579,AG. ROBERTS,BUENOS AIRES,,,ROBERTS,SARMIENTO 1232,SARMIENTO 1232,6075,02355-49812,,,,-35.143529,-61.968477
oficina,agencia,580,AG. PERGAMINO,BUENOS AIRES,,,PERGAMINO,SAN MARTIN 637,SAN MARTIN 637,2700,0247-7427070 / 4075 / 9653 / 9070,,,,-33.895675,-60.574196
oficina,agencia,581,AG. COLON,BUENOS AIRES,,,COLON,CALLE 47 NRO. 759,CALLE 47 NRO. 759,2720,02473-421895,,,,-33.895604,-61.102999
oficina,agencia,582,AG. SAN NICOLAS,BUENOS AIRES,,,SAN NICOLAS,BME. MITRE 381,BME. MITRE 381,2900,0336-4434337,"Gimnasia, caminata, paseos salidas locales breves con fines recreativos, yoga otras técnicas orientales, danzas, actividades acuáticas, literatura, memoria",,,-33.334006,-60.222334
oficina,agencia,583,AG. RAMALLO,BUENOS AIRES,,,RAMALLO,AV. DEL LIB. GRAL. SAN MARTIN 550,AV. DEL LIB. GRAL. SAN MARTIN 550,2915,03407-421295,,,,-33.497047,-60.06198
oficina,agencia,584,AG. PEREZ MILLAN,BUENOS AIRES,,,PEREZ MILLAN,MORENO S/NRO.,MORENO S/NRO.,2933,03329-492175,,,,-33.770657,-60.092837
oficina,agencia,697,BOCA DE ATENCION LA EMILIA,BUENOS AIRES,,,SAN NICOLAS,E. FERREIRA 308,E. FERREIRA 308,2901,,,,,-33.34996,-60.316579
oficina,ugl,0,,BUENOS AIRES,,,LUJAN,SAN MARTIN ESQ. COLON,SAN MARTIN ESQ. COLON,6700,"CONMUTADOR: 02323 40-9200, fax: 02323-424649","Alimentación saludable, controles médicos en salud, enfermedades endócrino metabólicas, juegos, actividad acuática, técnicas de trabajo corporal, danzas, gimnasia, memoria, yoga otras técnicas orientales, arte culinario, caminatas",02323-430547 int. 219 /236,LIC. GUIDO BORDACHAR,-34.5701599,-59.1173134
oficina,agencia,586,AG. SAN ANDRES DE GILES,BUENOS AIRES,,,SAN ANDRES DE GILES,25 DE MAYO 401,25 DE MAYO 401,6720,02325-442081,"Canto / coro, reflexión, yoga otras técnicas orientales, danzas, teatro, gimnasia",,,-34.440522,-59.445223
oficina,agencia,587,AG. GRAL. RODRIGUEZ,BUENOS AIRES,,,GENERAL RODRIGUEZ,SARMIENTO 576,SARMIENTO 576,1748,0237-4840001,,,,-34.605255,-58.955559
oficina,agencia,588,AG. MERCEDES,BUENOS AIRES,,,MERCEDES,CALLE 25 NRO. 369 ESQ 16,CALLE 25 NRO. 369 ESQ 16,6600,02324-423938 / 420169,"Yoga otras técnicas orientales, gimnasia, caminatas, enfermedades endócrino metabólicas, alimentación saludable, reflexión",,,-34.653068,-59.430674
oficina,agencia,589,AG. PILAR,BUENOS AIRES,,,PILAR,PEDRO LAGRAVE 342,PEDRO LAGRAVE 342,1629,0230-4428510 / 4423057,"Violencia familiar, artesanías / manualidades, memoria, bordado, alimentación saludable, actividad acuática, caminatas",,,-34.456872,-58.90994
oficina,agencia,590,AG. SAN ANTONIO DE ARECO,BUENOS AIRES,,,SAN ANTONIO DE ARECO,ALVEAR 557,ALVEAR 557,2760,02326-452004,,,,-34.247089,-59.467903
oficina,agencia,591,AG. MARCOS PAZ,BUENOS AIRES,,,MARCOS PAZ,ARISTOBULO DEL VALLE 2098,ARISTOBULO DEL VALLE 2098,1727,0220-4772976 / 79,"Gimnasia, controles médicos en salud, enfermedades endócrino metabólicas, memoria",,,-34.784466,-58.836554
oficina,agencia,592,AG. CAPILLA DEL SENOR,BUENOS AIRES,,,CAPILLA DEL SEÑOR,JOSE MANUEL ESTRADA 405,JOSE MANUEL ESTRADA 405,2812,02323-492124,"Gimnasia, caminatas, enfermedades endócrino metabólicas, danzas, actividad acuática, yoga otras técnicas orientales",,,-34.292201,-59.101964
oficina,agencia,593,AG. NAVARRO,BUENOS AIRES,,,NAVARRO,CALLE 7 NRO. 92,CALLE 7 NRO. 92,6605,02272-421011,,,,-35.003636,-59.273822
oficina,agencia,594,AG. GRAL. LAS HERAS,BUENOS AIRES,,,GENERAL LAS HERAS,25 DE MAYO 1048,25 DE MAYO 1048,1741,0220-4761363,,,,-34.926229,-58.948224
oficina,agencia,595,AG. GARIN,BUENOS AIRES,,,GARIN,SARMIENTO 306,SARMIENTO 306,1619,03488-470023 / 476609 / 476643,,,,-34.41877,-58.734416
oficina,agencia,596,AG. DEL VISO,BUENOS AIRES,,,DEL VISO,LISANDRO DE LA TORRE 7031,LISANDRO DE LA TORRE 7031,1669,02320-300360/361,,,,-34.449016,-58.796943
oficina,agencia,597,AG. ZARATE,BUENOS AIRES,,,ZARATE,19 DE MARZO 630,19 DE MARZO 630,2800,03487-423379 / 424406 / 436850 / 438523,Yoga otras técnicas orientales,,,-34.100007,-59.020275
oficina,agencia,598,AG. BARADERO,BUENOS AIRES,,,BARADERO,LAPRIDA 929,LAPRIDA 929,2942,03329-480045,,,,-33.808963,-59.504535
oficina,agencia,599,AG. LIMA,BUENOS AIRES,,,LIMA,CALLE 6 Nº 63,CALLE 6 Nº 63,2806,03487-480314,,,,-34.044943,-59.197472
oficina,agencia,602,AG. PRESIDENTE DERQUI,BUENOS AIRES,,,DERQUI,SAN MARTIN 414,SAN MARTIN 414,1635,02322-4488415,,,,-34.491525,-58.844665
oficina,agencia,677,AG. JAUREGUI,BUENOS AIRES,,,JAUREGUI,AV. FLANDES 541,AV. FLANDES 541,6706,02323-487266/487267,,,,-34.598596,-59.177452
oficina,agencia,680,AG. MAQUINISTA SAVIO,BUENOS AIRES,,,MAQUINISTA SAVIO,REPUBLICA DEL PARAGUAY 377 (EX. AGUSTIN JUSTO),REPUBLICA DEL PARAGUAY 377 (EX. AGUSTIN JUSTO),1619,0348-4468479,,,,-34.40698,-58.775357
oficina,ugl,0,,BUENOS AIRES,,,SAN JUSTO,PERU 2559,PERU 2559,1754,"CONMUTADOR: 011 4003-1100, fax: 4441-3265","Yoga otras tpecnicas orientales, actividad acuática, gimnasia, técnicas para el trabajo corporal, juegos de mesa, caminatas, voluntariado, diferenc. en géneros en el envej., alimentación saludable",4003-1117 / 1152,DR. GUSTAVO RICARDO BAILON,-34.6796386,-58.56023109999999
oficina,agencia,624,AG. GONZALEZ CATAN,BUENOS AIRES,,,GONZALEZ CATAN,JOSE LEON LARRE 367,JOSE LEON LARRE 367,1708,02202-421900,,,,-34.697202,-58.600566
oficina,agencia,625,AG. ISIDRO CASANOVA,BUENOS AIRES,,,ISIDRO CASANOVA,ASUNCION 5777,ASUNCION 5777,1765,"4625-5731, 4466-0717",,,,-34.701577,-58.58389
oficina,agencia,626,AG. TAPIALES,BUENOS AIRES,,,TAPIALES,BOULOGNE SUR MER 1508,BOULOGNE SUR MER 1508,1770,4442-1780,,,,-34.699707,-58.504218
oficina,agencia,627,AG. GREGORIO DE LAFERRERE,BUENOS AIRES,,,GREGORIO DE LAFERRERE,MURGIONDO 2939,MURGIONDO 2939,1757,4457-1673,,,,-34.749441,-58.583311
oficina,agencia,628,AG. RAMOS MEJIA,BUENOS AIRES,,,RAMOS MEJIA,AVDA. DE MAYO 1270,AVDA. DE MAYO 1270,1704,4464-7183 / 71807 4658 / 4409 44456-6237/1572 INT. 103,,,,-34.653015,-58.563291
oficina,agencia,629,AG. JUAN MANUEL DE ROSAS,BUENOS AIRES,,,VIRREY DEL PINO,AV. GRAL.M. DE ROSAS 17988,AV. GRAL.M. DE ROSAS 17988,1759,02202-436242,,,,-34.790704,-58.629702
oficina,ugl,0,,BUENOS AIRES,,,QUILMES,ANDRES BARANDA 1265,ANDRES BARANDA 1265,1878,"CONMUTADOR: 011 4350-7600, fax: 402 / 403",,,DRA. NORA CUESTAS,-34.7277678,-58.2676216
oficina,agencia,639,AG. QUILMES,BUENOS AIRES,,,QUILMES,LAVALLE 683,LAVALLE 683,1878,4253-6094 / 95 / 96 / 97 DIRECTO: 4257-3225 4254-9577,"Actividad acuática, gimnasia, memoria",,,-34.723361,-58.25621
oficina,agencia,640,AG. FLORENCIO VARELA,BUENOS AIRES,,,FLORENCIO VARELA,RIVADAVIA 78,RIVADAVIA 78,1888,4237-1085/1056,,,,-34.751451,-58.225096
oficina,agencia,641,AG. BERAZATEGUI,BUENOS AIRES,,,BERAZATEGUI,CALLE 146 NRO. 1253,CALLE 146 NRO. 1253,1884,"4256-3781, fax: 4226-0370",,,,-34.761499,-58.212844
oficina,agencia,642,AG. S. FRANCISCO SOLANO,BUENOS AIRES,,,SAN FRANCISCO SOLANO,CALLE 895 NRO. 4552 UF 3,CALLE 895 NRO. 4552 UF 3,1881,4212-1197,,,,-34.789083,-58.302408
oficina,agencia,645,AG. EL CRUCE DE F VARELA,BUENOS AIRES,,,FCIO. VARELA,HIPOLITO YRIGOYEN 1213,HIPOLITO YRIGOYEN 1213,1888,4255-4749 / 3961,,,,-34.785682,-58.271381
oficina,agencia,674,AG. HUDSON,BUENOS AIRES,,,BARRIO MARITIMO - HUDSON,CALLE 52 NRO. 3125,CALLE 52 NRO. 3125,1885,02229-443184,,,,-34.807179,-58.186426
oficina,agencia,682,AG. BOSQUES,BUENOS AIRES,,,BOSQUES,LUJAN 1420 (Calle 938),LUJAN 1420 (Calle 938),1889,4221-3712 / 5556,,,,-34.827169,-58.226537
oficina,ugl,0,,BUENOS AIRES,,,CHIVILCOY,Villarino 345,Villarino 345,6620,CONMUTADOR: 02346 43-9200,"Canto / coro, boletín, gimnasia, caminatas, paseoe salidas locales breves con fines recreativos, paricipación en torneo, juegos",Internos: 103 / 134,Dra. Marta Beatriz HACHA,-34.90218340000001,-60.02524039999999
oficina,agencia,647,AG. CHACABUCO,BUENOS AIRES,,,CHACABUCO,ZAPIOLA 177,ZAPIOLA 177,6740,02352-429090,,,,-34.641788,-60.46575
oficina,agencia,648,AG. 25 DE MAYO,BUENOS AIRES,,,25 DE MAYO,CALLE 30 NRO. 1004,CALLE 30 NRO. 1004,6660,02345-462173,"Gimnasia, danzas, yoga otras técnicas orientales",,,-35.429571,-60.17311
oficina,agencia,649,AG. CARMEN DE ARECO,BUENOS AIRES,,,CARMEN DE ARECO,SAN MARTIN 486,SAN MARTIN 486,6725,02273-442002,,,,-34.38097,-59.82277
oficina,agencia,650,AG. SUIPACHA,BUENOS AIRES,,,SUIPACHA,1RO. DE MAYO 250,1RO. DE MAYO 250,6612,02324-480073,,,,-34.773433,-59.685184
oficina,agencia,651,AG. NORBERTO DE LA RIESTRA,BUENOS AIRES,,,NORBERTO DE LA RIESTRA,AV.SARGENTO CABRAL 425,AV.SARGENTO CABRAL 425,6663,02343-440050,,,,-35.274196,-59.766036
oficina,agencia,652,AG. 9 DE JULIO,BUENOS AIRES,,,9 DE JULIO,AV. VEDIA 564,AV. VEDIA 564,6500,02317-432345 427065 / 66 423838 427177,Gimnasia,,,-35.447526,-60.884614
oficina,agencia,653,AG. BRAGADO,BUENOS AIRES,,,BRAGADO,BELGRANO 1238,BELGRANO 1238,6640,02342-430692,,,,-35.114871,-60.489846
oficina,agencia,654,AG. PEHUAJO,BUENOS AIRES,,,PEHUAJO,GUTIERREZ 575,GUTIERREZ 575,6450,02396-473919,"Gimnasia, caminatas, enfermedades endócrino metabólicas",,,-35.81101,-61.895753
oficina,agencia,655,AG. CARLOS CASARES,BUENOS AIRES,,,CARLOS CASARES,CECILIA BORJA 131,CECILIA BORJA 131,6530,02395-453110,,,,-35.623361,-61.362898
oficina,agencia,656,AG. CARLOS TEJEDOR,BUENOS AIRES,,,CARLOS TEJEDOR,SAN MARTIN Y GARRE,SAN MARTIN Y GARRE,6455,02357-420848,,,,-35.390677,-62.419235
oficina,agencia,657,AG. HENDERSON,BUENOS AIRES,,,HENDERSON,ESPAÑA Y MORENO,ESPAÑA Y MORENO,6465,02314-452029,,,,-36.300306,-61.718534
oficina,agencia,658,AG. FACUNDO QUIROGA,BUENOS AIRES,,,FACUNDO QUIROGA,AV. SAN LUIS 529,AV. SAN LUIS 529,6533,02317-491345,,,,-35.281389,-61.424561
oficina,agencia,659,AG. MOQUEHUA,BUENOS AIRES,,,MOQUEHUA,YAPEYU 238,YAPEYU 238,6625,02346-491288,,,,-35.092647,-59.774233
oficina,agencia,660,AG. ALBERTI,BUENOS AIRES,,,ALBERTI,VERGARA Y MORENO,VERGARA Y MORENO,6634,02346-470289,,,,-35.032729,-60.280386
oficina,agencia,661,AG. GENERAL O'BRIEN,BUENOS AIRES,,,GENERAL O'BRIEN,RIVADAVIA 395,RIVADAVIA 395,6646,02342-498434,,,,-34.908141,-60.760363
oficina,agencia,662,AG. TRES ALGARROBOS,BUENOS AIRES,,,TRES ALGARROBOS,BALBIANI Y 25 DE MAYO,BALBIANI Y 25 DE MAYO,6231,03388-492588,,,,-35.194836,-62.773136
oficina,agencia,663,AG. RIVADAVIA,BUENOS AIRES,,,RIVADAVIA,GENERAL RODRIGUEZ 71,GENERAL RODRIGUEZ 71,6237,02478- 452660,,,,-35.490586,-62.974455
oficina,agencia,664,AG. TRENQUE LAUQUEN,BUENOS AIRES,,,TRENQUE LAUQUEN,SAN MARTIN 80,SAN MARTIN 80,6400,02392-424627,,,,-35.968281,-62.735499
oficina,agencia,665,AG. ARRECIFES,BUENOS AIRES,,,ARRECIFES,DR. CARLOS MERLASSINO 700,DR. CARLOS MERLASSINO 700,2740,02478-452660,,,,-34.065494,-60.105522
oficina,agencia,666,AG. SALTO,BUENOS AIRES,,,SALTO,MORENO ESQ. SARMIENTO,MORENO ESQ. SARMIENTO,2741,02474-423271,,,,-34.292679,-60.252936
oficina,agencia,667,AG. CTAN. SARMIENTO,BUENOS AIRES,,,CAPITAN SARMIENTO,VICENTE L. Y PLANES 746,VICENTE L. Y PLANES 746,2752,02478-481778,,,,-34.169595,-59.789511
oficina,agencia,668,AG. SAN PEDRO,BUENOS AIRES,,,SAN PEDRO,AV. 3 DE FEBRERO 55,AV. 3 DE FEBRERO 55,2930,03329-424391 / 420541,,,,-33.680586,-59.667159
oficina,agencia,669,AG. SANTA LUCIA,BUENOS AIRES,,,SANTA LUCIA,SAN MARTIN 154,SAN MARTIN 154,2935,03329-491544,,,,-33.880713,-59.875814
oficina,ugl,0,,CATAMARCA,,,CATAMARCA,SAN MARTIN 680,SAN MARTIN 680,4700,"0383-4451061, fax: 0383-4430687",,int. 108,DR. SERGIO DANIEL ORELLANA BARRERA,-28.4693935,-65.7772383
oficina,agencia,468,AG. BELEN,CATAMARCA,,,BELEN,GRAL. ROCA 192,GRAL. ROCA 192,4750,03835-461525,"Artesanías / manualidades, danzas, gimnasia",,,-27.650005,-67.027123
oficina,agencia,469,AG. SANTA MARIA,CATAMARCA,,,SANTA MARIA,SAN MARTIN 380,SAN MARTIN 380,4139,03838-420355,,,,-26.698155,-66.048567
oficina,agencia,470,AG. TINOGASTA,CATAMARCA,,,TINOGASTA,COPIAPO 459,COPIAPO 459,5340,03837-420097,,,,-28.066603,-67.565882
oficina,agencia,471,AG. ANDALGALA,CATAMARCA,,,ANDALGALA,BARCENA 468,BARCENA 468,4740,03835-422032,,,,-27.58384,-66.316581
oficina,agencia,472,AG. RECREO,CATAMARCA,,,RECREO,RIVADAVIA 125,RIVADAVIA 125,5260,03832-427269,,,,-29.278276,-65.063703
oficina,agencia,473,AG. POMAN,CATAMARCA,,,POMAN,PTE. CASTILLO ESQ. OBISPO ESQUIU,PTE. CASTILLO ESQ. OBISPO ESQUIU,5315,03835-497063,,,,-28.39578,-66.218723
oficina,agencia,474,AG. VALLE VIEJO,CATAMARCA,,,VILLA DOLORES,PADRE ESQUIU 33,PADRE ESQUIU 33,4707,0383-4441569,,,,-28.466428,-65.770955
oficina,agencia,475,AG. PIEDRA BLANCA,CATAMARCA,,,SAN JOSE,LA CALLECITA RUTA 41 S/NRO.,LA CALLECITA RUTA 41 S/NRO.,4709,"0383-4492054, fax: 0383-3492054","Visitas domiciliarias, vejez y ciudadanía",,,-28.395761,-65.704284
oficina,agencia,476,AG. BANADO DE OVANTA,CATAMARCA,,,BANADO DE OVANTA,AVDA.NÉSTOR KIRCHNER S/Nº -RUTA NACIONAL 64,AVDA.NÉSTOR KIRCHNER S/Nº -RUTA NACIONAL 64,4723,383-154675123,,,,-28.104995,-65.318749
oficina,agencia,478,AG. CHUMBICHA,CATAMARCA,,,CHUMBICHA,BELGRANO ESQ CATAMARCA S/NRO.,BELGRANO ESQ CATAMARCA S/NRO.,4728,0383-4491251,,,,-28.852342,-66.235936
oficina,agencia,479,AG. FIAMBALA,CATAMARCA,,,FIAMBALA,DIEGO CARRIZO DE FRITES,DIEGO CARRIZO DE FRITES,5345,03837-496483 / 496280,,,,-27.690976,-67.619491
oficina,agencia,482,AG. LA MERCED,CATAMARCA,,,LA MERCED,MATIAS AREDES S/N,MATIAS AREDES S/N,4718,0383-4495213 (TEL. PARTICULAR),,,,-28.152947,-65.65954
oficina,agencia,483,AG. LA PUERTA,CATAMARCA,,,LA PUERTA,CALLE PRINCIPAL BARRIO EL TALAR,CALLE PRINCIPAL BARRIO EL TALAR,4711,,,,,-28.154602,-65.79298
oficina,agencia,484,AG. LA PUERTA DEL CORRAL QUEMADO,CATAMARCA,,,PUERTA DEL CORRAL QUEMADO,CALLE PRINCIPAL BARRIO SAN ROQUE,CALLE PRINCIPAL BARRIO SAN ROQUE,4751,,,,,-27.233333,-66.933333
oficina,ugl,0,,CORDOBA,,,CAPITAL,GENERAL PAZ 370,GENERAL PAZ 370,5000,"CONMUTADOR: 0351 413-1600, fax: 0351-4131663","Gimnasia, Caminatas, Alimentacion Saludable, Eventos, Controles Medicos en Salud, Festejos Locales, Intercambio Generacional, Historia y Tradiciones, Paseos salidas locales breves con fines recreativos, Rel. De Socio Sanitario Pob. B/Prog. Prev, Relev. Soc. Sanit. de Pob. Afil. en Gral, Reflexión, Derechos Ciudadanos en General, Conoc. y Utiliz. de los Serv. del INSSJyP, Conoc. Y particip. En Org. Que Defienden Derech. De Adult. May., Capac. y Transf. de Tec. en Lideraz. Comunit a Organiz, Vejez y Ciudadania, Yoga Otras Técnicas Orientales, Actividad Acuática, Juegos de Mesa, Prevención del Sedentarismo, Medio Ambiente, Encuentros Vivenciales, Coordinación, Salud Mental, Arte Culinario, Técnicas de Trabajo Corporal, Grupos Autoayuda, Artesanías / Manualidades, Alfabetización",0351-4131634 /35,LIC. FERNANDO GOMEZ ALZUARENA,-31.4109343,-64.18518689999999
oficina,agencia,43,AG. LA CALERA,CORDOBA,,,LA CALERA,GENARI 510 ESQ. OLCESSE,GENARI 510 ESQ. OLCESSE,5151,03543-460970,,,,-31.344731,-64.338305
oficina,agencia,44,AG. VILLA DOLORES,CORDOBA,,,VILLA DOLORES,JOSE MANUEL ESTRADA 138,JOSE MANUEL ESTRADA 138,5870,"0354-4420692, fax: 0354-4420692",,,,-31.94284,-65.192277
oficina,agencia,45,AG. DEAN FUNES,CORDOBA,,,DEAN FUNES,RAMON IRIBARNE 133,RAMON IRIBARNE 133,5200,03521-420420,,,,-30.421662,-64.352682
