tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_delegacion,extra2_codigo_delegacion,extra3,lat,lon
Farmacia,,907202823,VILLA ELISA,BUENOS AIRES,,,LA PLATA,"ARANA E 12 Y 13, LA PLATA, BUENOS AIRES, Argentina",ARANA E 12 Y 13,1894,,LA PLATA,7,,,
Farmacia,,907202265,VILLA ZULA,BUENOS AIRES,,,BERISSO,"MONTEVIDEO 3496, BERISSO, BUENOS AIRES, Argentina",MONTEVIDEO 3496,1923,,LA PLATA,7,,,
Farmacia,,907203088,VILLAMARIN,BUENOS AIRES,,,LA PLATA,"CALLE 15 149, LA PLATA, BUENOS AIRES, Argentina",CALLE 15 149,1900,,LA PLATA,7,,,
Farmacia,,907004727,VILLANUEVA,BUENOS AIRES,,,LA PLATA,"CALLE 7 275, LA PLATA, BUENOS AIRES, Argentina",CALLE 7 275,1900,,LA PLATA,7,,,
Farmacia,,907202020,VIÑAS,BUENOS AIRES,,,MAGDALENA,"BRENNAN Y MAIPU 998, MAGDALENA, BUENOS AIRES, Argentina",BRENNAN Y MAIPU 998,1913,,LA PLATA,7,,,
Farmacia,,907004509,VOLPARA,BUENOS AIRES,,,MAGDALENA,"DIAGONAL 61 73, MAGDALENA, BUENOS AIRES, Argentina",DIAGONAL 61 73,1913,,LA PLATA,7,,,
Farmacia,,907200171,WALCZUK,BUENOS AIRES,,,RINGUELET,"C GRAL BELGRANO 517, RINGUELET, BUENOS AIRES, Argentina",C GRAL BELGRANO 517,1901,,LA PLATA,7,,,
Farmacia,,907005650,WHITE,BUENOS AIRES,,,LA PLATA,"AVENIDA 25 145, LA PLATA, BUENOS AIRES, Argentina",AVENIDA 25 145,1900,,LA PLATA,7,,,
Farmacia,,907200140,XAMIN,BUENOS AIRES,,,BRANDSEN,"RIVADAVIA 552, BRANDSEN, BUENOS AIRES, Argentina",RIVADAVIA 552,1980,,LA PLATA,7,,,
Farmacia,,907201037,YULN,BUENOS AIRES,,,LA PLATA,"CALLE 26 1531, LA PLATA, BUENOS AIRES, Argentina",CALLE 26 1531,1900,,LA PLATA,7,,,
Farmacia,,907002518,ZAMPONI,BUENOS AIRES,,,ENSENADA,"COLOMBIA 581, ENSENADA, BUENOS AIRES, Argentina",COLOMBIA 581,1925,,LA PLATA,7,,,
Farmacia,,907002798,ZANINOVICH,BUENOS AIRES,,,SAN VICENT,"HIPOLITO IRIGOYEN 65, SAN VICENT, BUENOS AIRES, Argentina",HIPOLITO IRIGOYEN 65,1865,,LA PLATA,7,,,
Farmacia,,907201661,ZAPICO,BUENOS AIRES,,,CITY BELL,"CAM GRAL BELGRANO, CITY BELL, BUENOS AIRES, Argentina",CAM GRAL BELGRANO,1896,,LA PLATA,7,,,
Farmacia,,907200760,ZITO,BUENOS AIRES,,,VILLA ELIS,"GRAL BELGRANO 1850, VILLA ELIS, BUENOS AIRES, Argentina",GRAL BELGRANO 1850,1894,,LA PLATA,7,,,
Farmacia,,907202391,ZORICH,BUENOS AIRES,,,LA PLATA,"CALLE 7 1070, LA PLATA, BUENOS AIRES, Argentina",CALLE 7 1070,1900,,LA PLATA,7,,,
Farmacia,,907203026,ZUCOLILLO,BUENOS AIRES,,,LA PLATA,"CALLE 48 Y CALLE 4, LA PLATA, BUENOS AIRES, Argentina",CALLE 48 Y CALLE 4,1900,,LA PLATA,7,,,
Farmacia,,910025764,2 DE MAYO,BUENOS AIRES,,,R DE ESCAL,"2 DE MAYO 3701, R DE ESCAL, BUENOS AIRES, Argentina",2 DE MAYO 3701,1826,,LANUS,10,,,
Farmacia,,910035667,25 DE MAYO,BUENOS AIRES,,,AVELLANEDA,"25 DE MAYO 599, AVELLANEDA, BUENOS AIRES, Argentina",25 DE MAYO 599,1870,,LANUS,10,,,
Farmacia,,910204545,ACHINELLY,BUENOS AIRES,,,LOMAS DE Z,"JUAN XXIII 596, LOMAS DE Z, BUENOS AIRES, Argentina",JUAN XXIII 596,1832,,LANUS,10,,,
Farmacia,,910010013,ACOSTA,BUENOS AIRES,,,GLEW,"AVENIDA ALMAFUERTE 126, GLEW, BUENOS AIRES, Argentina",AVENIDA ALMAFUERTE 126,1856,,LANUS,10,,,
Farmacia,,910207234,ADARO SCS,BUENOS AIRES,,,E ZEBALLOS,"G E HUDSON 1002, E ZEBALLOS, BUENOS AIRES, Argentina",G E HUDSON 1002,1888,,LANUS,10,,,
Farmacia,,910205711,AGOSTINI,BUENOS AIRES,,,BANFIELD,"EJERCITO DE LOS AN 605, BANFIELD, BUENOS AIRES, Argentina",EJERCITO DE LOS AN 605,1828,,LANUS,10,,,
Farmacia,,910012253,AIMAR,BUENOS AIRES,,,TEMPERLEY,"AVENIDA EVA PERON 3502, TEMPERLEY, BUENOS AIRES, Argentina",AVENIDA EVA PERON 3502,1834,,LANUS,10,,,
Farmacia,,910201253,AL SUR,BUENOS AIRES,,,LOMAS DE Z,"OLIDEN 1096, LOMAS DE Z, BUENOS AIRES, Argentina",OLIDEN 1096,1832,,LANUS,10,,,
Farmacia,,910035823,ALAMO SCS,BUENOS AIRES,,,VILLA DOMINICO,"AVENIDA MITRE 4207, VILLA DOMINICO, BUENOS AIRES, Argentina",AVENIDA MITRE 4207,1874,,LANUS,10,,,
Farmacia,,910015238,ALDEBALDE,BUENOS AIRES,,,MONTE GRAN,"ENRIQUE SANTAMARIN 792, MONTE GRAN, BUENOS AIRES, Argentina",ENRIQUE SANTAMARIN 792,1842,,LANUS,10,,,
Farmacia,,910204300,ALEM SUR,BUENOS AIRES,,,MONTE GRAN,"LEANDRO N ALEM 3077, MONTE GRAN, BUENOS AIRES, Argentina",LEANDRO N ALEM 3077,1842,,LANUS,10,,,
Farmacia,,910203518,ALFREDO,BUENOS AIRES,,,GERLI,"J M DE LA SERNA 1301, GERLI, BUENOS AIRES, Argentina",J M DE LA SERNA 1301,1870,,LANUS,10,,,
Farmacia,,910025979,ALLEGRINO,BUENOS AIRES,,,LANUS,"AVENIDA SAN MARTIN 1934, LANUS, BUENOS AIRES, Argentina",AVENIDA SAN MARTIN 1934,1824,,LANUS,10,,,
Farmacia,,910206967,ALLEGRINO,BUENOS AIRES,,,TEMPERLEY,"AVENIDA MEEKS 1277, TEMPERLEY, BUENOS AIRES, Argentina",AVENIDA MEEKS 1277,1834,,LANUS,10,,,
Farmacia,,910025298,ALONSO,BUENOS AIRES,,,MONTE CHIN,"9 DE JULIO 4213, MONTE CHIN, BUENOS AIRES, Argentina",9 DE JULIO 4213,1825,,LANUS,10,,,
Farmacia,,910204610,ALSINA,BUENOS AIRES,,,VALENTIN A,"AVENIDA RIVADAVIA 691, VALENTIN A, BUENOS AIRES, Argentina",AVENIDA RIVADAVIA 691,1822,,LANUS,10,,,
Farmacia,,910205943,ALSINA,BUENOS AIRES,,,AVELLDA,"ALSINA 214, AVELLDA, BUENOS AIRES, Argentina",ALSINA 214,1870,,LANUS,10,,,
Farmacia,,910206998,ALTOCANNING SCS,BUENOS AIRES,,,EZEIZA,"FORMOSA 603, EZEIZA, BUENOS AIRES, Argentina",FORMOSA 603,1804,,LANUS,10,,,
Farmacia,,910025577,ALVAREZ,BUENOS AIRES,,,LANUS,"VALLE IBERLUCEA 3217, LANUS, BUENOS AIRES, Argentina",VALLE IBERLUCEA 3217,1824,,LANUS,10,,,
Farmacia,,910016300,ALVAREZ,BUENOS AIRES,,,TEMPERLEY,"PIO COLLIVADINO 420, TEMPERLEY, BUENOS AIRES, Argentina",PIO COLLIVADINO 420,1834,,LANUS,10,,,
Farmacia,,910205075,ALVAREZ,BUENOS AIRES,,,MALVINAS A,"CAP DE FRAG MOYANO 1315, MALVINAS A, BUENOS AIRES, Argentina",CAP DE FRAG MOYANO 1315,1851,,LANUS,10,,,
Farmacia,,910205538,ALVAREZ,BUENOS AIRES,,,CLAYPOLE,"RIO IGUAZU, CLAYPOLE, BUENOS AIRES, Argentina",RIO IGUAZU,1850,,LANUS,10,,,
Farmacia,,910205171,ALVEAR DE MONTE GRANDE,BUENOS AIRES,,,MONTE GRAN,"ALVEAR Y ASCASUBI 1199, MONTE GRAN, BUENOS AIRES, Argentina",ALVEAR Y ASCASUBI 1199,1842,,LANUS,10,,,
Farmacia,,910030010,AMERICANA,BUENOS AIRES,,,PIÑEYRO,"GARCIA 202, PIÑEYRO, BUENOS AIRES, Argentina",GARCIA 202,1870,,LANUS,10,,,
Farmacia,,910201423,AMERICANA,BUENOS AIRES,,,LOMAS DE Z,"MEKS 37, LOMAS DE Z, BUENOS AIRES, Argentina",MEKS 37,1832,,LANUS,10,,,
Farmacia,,910206797,AMERICANA,BUENOS AIRES,,,LANUS,"EVA PERON 1343, LANUS, BUENOS AIRES, Argentina",EVA PERON 1343,1824,,LANUS,10,,,
Farmacia,,910204112,AMERICANA DE MAGA SHOP,BUENOS AIRES,,,PIÑEYRO,"CNEL GARCIA 202, PIÑEYRO, BUENOS AIRES, Argentina",CNEL GARCIA 202,1870,,LANUS,10,,,
Farmacia,,910030041,AMOR,BUENOS AIRES,,,WILDE,"BELGRANO 5801, WILDE, BUENOS AIRES, Argentina",BELGRANO 5801,1875,,LANUS,10,,,
Farmacia,,910204130,ANGEL,BUENOS AIRES,,,EZEIZA,"RAMOS MEJIA 460, EZEIZA, BUENOS AIRES, Argentina",RAMOS MEJIA 460,1804,,LANUS,10,,,
Farmacia,,910206333,ANTIGUA CASTAGNINO,BUENOS AIRES,,,LONGCHAMPS,"BUENOS AIRES 611, LONGCHAMPS, BUENOS AIRES, Argentina",BUENOS AIRES 611,1854,,LANUS,10,,,
Farmacia,,910205231,ANTONIEWICZ,BUENOS AIRES,,,LLAVALLOL,"DOYHENARD 898, LLAVALLOL, BUENOS AIRES, Argentina",DOYHENARD 898,1836,,LANUS,10,,,
Farmacia,,910010909,ARGENTINA,BUENOS AIRES,,,LOMAS DE Z,"BOEDO 202, LOMAS DE Z, BUENOS AIRES, Argentina",BOEDO 202,1832,,LANUS,10,,,
Farmacia,,910204559,ARGENTINA,BUENOS AIRES,,,LANUS,"EVA PERON 3209, LANUS, BUENOS AIRES, Argentina",EVA PERON 3209,1824,,LANUS,10,,,
Farmacia,,910201018,ARGENTINA FARMACEUTI,BUENOS AIRES,,,WILDE,"ONSARI 199, WILDE, BUENOS AIRES, Argentina",ONSARI 199,1875,,LANUS,10,,,
Farmacia,,910201747,ARTAL,BUENOS AIRES,,,LANUS,"CNEL LYNCH 3443, LANUS, BUENOS AIRES, Argentina",CNEL LYNCH 3443,1824,,LANUS,10,,,
Farmacia,,910016545,ARTAZA,BUENOS AIRES,,,EL JAGUEL,"JACARANDA 307, EL JAGUEL, BUENOS AIRES, Argentina",JACARANDA 307,1856,,LANUS,10,,,
Farmacia,,910016947,ASSEM,BUENOS AIRES,,,BANFIELD,"MAIPU 984, BANFIELD, BUENOS AIRES, Argentina",MAIPU 984,1828,,LANUS,10,,,
Farmacia,,910010926,ASTUDILLO,BUENOS AIRES,,,TEMPERLEY,"I GOMEZ 695, TEMPERLEY, BUENOS AIRES, Argentina",I GOMEZ 695,1834,,LANUS,10,,,
Farmacia,,910205678,AV DE AKAPOTECAS SCS,BUENOS AIRES,,,AVELLANEDA,"MITRE 637, AVELLANEDA, BUENOS AIRES, Argentina",MITRE 637,1870,,LANUS,10,,,
Farmacia,,910206766,AVELLANEDA SCS,BUENOS AIRES,,,AVELLANEDA,"AVENIDA H YRIGOYEN 386, AVELLANEDA, BUENOS AIRES, Argentina",AVENIDA H YRIGOYEN 386,1870,,LANUS,10,,,
Farmacia,,910201376,AVENIDA ANTARTIDA,BUENOS AIRES,,,TURDERA,"AVENIDA ANTARTIDA ARGEN 199, TURDERA, BUENOS AIRES, Argentina",AVENIDA ANTARTIDA ARGEN 199,1834,,LANUS,10,,,
Farmacia,,910011971,AYALA,BUENOS AIRES,,,TEMPERLEY,"SAN CRISTOBAL 499, TEMPERLEY, BUENOS AIRES, Argentina",SAN CRISTOBAL 499,1834,,LANUS,10,,,
Farmacia,,910030085,BADAGNANI,BUENOS AIRES,,,WILDE,"BAHIA BLANCA 838, WILDE, BUENOS AIRES, Argentina",BAHIA BLANCA 838,1875,,LANUS,10,,,
Farmacia,,910017080,BAEZ,BUENOS AIRES,,,TEMPERLEY,"EVA PERON 4508, TEMPERLEY, BUENOS AIRES, Argentina",EVA PERON 4508,1834,,LANUS,10,,,
Farmacia,,910201733,BAEZ,BUENOS AIRES,,,LLAVALLOL,"AMEGHINO 98, LLAVALLOL, BUENOS AIRES, Argentina",AMEGHINO 98,1896,,LANUS,10,,,
Farmacia,,910203055,BALBOA,BUENOS AIRES,,,BANFIELD,"LARROQUE 1099, BANFIELD, BUENOS AIRES, Argentina",LARROQUE 1099,1828,,LANUS,10,,,
Farmacia,,910016890,BAPTISTA,BUENOS AIRES,,,MONTE GRAN,"CRISTOBAL COLON 10, MONTE GRAN, BUENOS AIRES, Argentina",CRISTOBAL COLON 10,1842,,LANUS,10,,,
Farmacia,,910203631,BARBERA,BUENOS AIRES,,,WILDE,"LAS FLORES 1313, WILDE, BUENOS AIRES, Argentina",LAS FLORES 1313,1875,,LANUS,10,,,
Farmacia,,910205259,BARBERO,BUENOS AIRES,,,LANUS,"BALBIN 2810, LANUS, BUENOS AIRES, Argentina",BALBIN 2810,1822,,LANUS,10,,,
Farmacia,,910200540,BARBOSA,BUENOS AIRES,,,PIÑEYRO,"SANTA FE 2081, PIÑEYRO, BUENOS AIRES, Argentina",SANTA FE 2081,1870,,LANUS,10,,,
Farmacia,,910201891,BARRA,BUENOS AIRES,,,TEMPERLEY,"AVENIDA MECKS 1021, TEMPERLEY, BUENOS AIRES, Argentina",AVENIDA MECKS 1021,1834,,LANUS,10,,,
Farmacia,,910204995,BARRIENTOS,BUENOS AIRES,,,VILLA DOMINICO,"SAN LORENZO 896, VILLA DOMINICO, BUENOS AIRES, Argentina",SAN LORENZO 896,1874,,LANUS,10,,,
Farmacia,,910203771,BASILE,BUENOS AIRES,,,LOMAS DE Z,"LAPRIDA 1498, LOMAS DE Z, BUENOS AIRES, Argentina",LAPRIDA 1498,1832,,LANUS,10,,,
Farmacia,,910010957,BASILIO,BUENOS AIRES,,,LANUS,"CONDARCO 3499, LANUS, BUENOS AIRES, Argentina",CONDARCO 3499,1824,,LANUS,10,,,
Farmacia,,910206269,BATTISTESSA,BUENOS AIRES,,,LANUS,"9 DE JULIO 2119, LANUS, BUENOS AIRES, Argentina",9 DE JULIO 2119,1824,,LANUS,10,,,
Farmacia,,910205341,BAZARRA,BUENOS AIRES,,,VILLA DOMINICO,"CENTENARIO URUGUAY 1908, VILLA DOMINICO, BUENOS AIRES, Argentina",CENTENARIO URUGUAY 1908,1874,,LANUS,10,,,
Farmacia,,910206101,BAZYLUK,BUENOS AIRES,,,TEMPERLEY,"WARNES 2678, TEMPERLEY, BUENOS AIRES, Argentina",WARNES 2678,1834,,LANUS,10,,,
Farmacia,,910207191,BEFFA,BUENOS AIRES,,,VILLA DOMINICO,"CRISOLOGO LARRALDE 4602, VILLA DOMINICO, BUENOS AIRES, Argentina",CRISOLOGO LARRALDE 4602,1874,,LANUS,10,,,
Farmacia,,910204729,BELTRAN,BUENOS AIRES,,,LANUS,"LLAVALLOL 348, LANUS, BUENOS AIRES, Argentina",LLAVALLOL 348,1824,,LANUS,10,,,
Farmacia,,910020196,BERALDI,BUENOS AIRES,,,MONTE CHIN,"CENTENARIO URUGUAY 559, MONTE CHIN, BUENOS AIRES, Argentina",CENTENARIO URUGUAY 559,1825,,LANUS,10,,,
Farmacia,,910207296,BERALDI,BUENOS AIRES,,,LANUS,"C URUGUAYO 559, LANUS, BUENOS AIRES, Argentina",C URUGUAYO 559,1824,,LANUS,10,,,
Farmacia,,910020073,BERNACHEA,BUENOS AIRES,,,LANUS,"CAMINO GENERAL BEL 4601, LANUS, BUENOS AIRES, Argentina",CAMINO GENERAL BEL 4601,1824,,LANUS,10,,,
Farmacia,,910205463,BESOCKE,BUENOS AIRES,,,LLAVALLOL,"TUPAC AMARU 397, LLAVALLOL, BUENOS AIRES, Argentina",TUPAC AMARU 397,1836,,LANUS,10,,,
Farmacia,,910207221,BLANCO,BUENOS AIRES,,,LANUS,"VIAMONTE 1500, LANUS, BUENOS AIRES, Argentina",VIAMONTE 1500,1824,,LANUS,10,,,
Farmacia,,910205371,BLANCOFARMA,BUENOS AIRES,,,AVELLANEDA,"AVENIDA GUEMES 1098, AVELLANEDA, BUENOS AIRES, Argentina",AVENIDA GUEMES 1098,1870,,LANUS,10,,,
Farmacia,,910205306,BOGGIAN,BUENOS AIRES,,,MONTE GRAN,"ENRIQUE SANTAMARIN 102, MONTE GRAN, BUENOS AIRES, Argentina",ENRIQUE SANTAMARIN 102,1842,,LANUS,10,,,
Farmacia,,910020182,BOIANO,BUENOS AIRES,,,LANUS,"H YRIGOYEN 4401, LANUS, BUENOS AIRES, Argentina",H YRIGOYEN 4401,1824,,LANUS,10,,,
Farmacia,,910012672,BORSOTTI,BUENOS AIRES,,,TEMPERLEY,"PASCO 21, TEMPERLEY, BUENOS AIRES, Argentina",PASCO 21,1834,,LANUS,10,,,
Farmacia,,910012485,BORTOLAN,BUENOS AIRES,,,MONTE GRAN,"HERNANDEZ Y ROCHA, MONTE GRAN, BUENOS AIRES, Argentina",HERNANDEZ Y ROCHA,1842,,LANUS,10,,,
Farmacia,,910205184,BOTTA,BUENOS AIRES,,,LANUS,"AVENIDA SAN MARTIN 4151, LANUS, BUENOS AIRES, Argentina",AVENIDA SAN MARTIN 4151,1824,,LANUS,10,,,
Farmacia,,910021377,BRANDO,BUENOS AIRES,,,LANUS,"MADARIAGA 491, LANUS, BUENOS AIRES, Argentina",MADARIAGA 491,1824,,LANUS,10,,,
Farmacia,,910020165,BUEDIKMAN,BUENOS AIRES,,,AVELLANEDA,"SAN MARTIN 1905, AVELLANEDA, BUENOS AIRES, Argentina",SAN MARTIN 1905,1870,,LANUS,10,,,
Farmacia,,910016576,BUESAS,BUENOS AIRES,,,TEMPERLEY,"AVENIDA H YRIGOYEN 10228, TEMPERLEY, BUENOS AIRES, Argentina",AVENIDA H YRIGOYEN 10228,1834,,LANUS,10,,,
Farmacia,,910015936,BURZACO SUR SCS,BUENOS AIRES,,,BURZACO,"REP ANG J V GONZAL, BURZACO, BUENOS AIRES, Argentina",REP ANG J V GONZAL,1852,,LANUS,10,,,
Farmacia,,910201501,BUSTAMANTE,BUENOS AIRES,,,R DE ESCAL,"BUSTAMANTE 821, R DE ESCAL, BUENOS AIRES, Argentina",BUSTAMANTE 821,1826,,LANUS,10,,,
Farmacia,,910207064,CABEZUELO SCS,BUENOS AIRES,,,R DE ESCAL,"MARCO AVELLANEDA 2502, R DE ESCAL, BUENOS AIRES, Argentina",MARCO AVELLANEDA 2502,1826,,LANUS,10,,,
Farmacia,,910203784,CAGGIANO,BUENOS AIRES,,,LANUS,"9 DE JULIO 3890, LANUS, BUENOS AIRES, Argentina",9 DE JULIO 3890,1825,,LANUS,10,,,
Farmacia,,910202307,CALVAGNI,BUENOS AIRES,,,LANUS,"VIAMONTE 2393, LANUS, BUENOS AIRES, Argentina",VIAMONTE 2393,1824,,LANUS,10,,,
Farmacia,,910011985,CAMINOS,BUENOS AIRES,,,LOMAS DE Z,"HIPOLITO YRIGOYEN 8955, LOMAS DE Z, BUENOS AIRES, Argentina",HIPOLITO YRIGOYEN 8955,1852,,LANUS,10,,,
Farmacia,,910017215,CAMPI,BUENOS AIRES,,,TRISTAN SU,"MAROTTO 279, TRISTAN SU, BUENOS AIRES, Argentina",MAROTTO 279,1806,,LANUS,10,,,
Farmacia,,910207279,CANCINO,BUENOS AIRES,,,LOMAS DE Z,"RIVERA 608, LOMAS DE Z, BUENOS AIRES, Argentina",RIVERA 608,1832,,LANUS,10,,,
Farmacia,,910017137,CANOSA,BUENOS AIRES,,,LOMAS DE Z,"RECONDO 31, LOMAS DE Z, BUENOS AIRES, Argentina",RECONDO 31,1832,,LANUS,10,,,
Farmacia,,910015255,CAPALLO,BUENOS AIRES,,,BURZACO,"ESPORA Y DEL VALLE, BURZACO, BUENOS AIRES, Argentina",ESPORA Y DEL VALLE,1852,,LANUS,10,,,
Farmacia,,910012468,CAPELLO DE ZAGARI,BUENOS AIRES,,,BANFIELD,"ALVEAR 199, BANFIELD, BUENOS AIRES, Argentina",ALVEAR 199,1828,,LANUS,10,,,
Farmacia,,910202511,CAPRIA,BUENOS AIRES,,,LUIS GUILL,"AVENIDA BOUZZONE 1700, LUIS GUILL, BUENOS AIRES, Argentina",AVENIDA BOUZZONE 1700,1838,,LANUS,10,,,
Farmacia,,910201839,CARACOCHE,BUENOS AIRES,,,BANFIELD,"VIEYTES 998, BANFIELD, BUENOS AIRES, Argentina",VIEYTES 998,1828,,LANUS,10,,,
Farmacia,,910202481,CARDINALE RODRIGUEZ,BUENOS AIRES,,,LOMAS DE Z,"GORRITI 374, LOMAS DE Z, BUENOS AIRES, Argentina",GORRITI 374,1832,,LANUS,10,,,
Farmacia,,910207160,CASACCHIA SASSONE,BUENOS AIRES,,,JOSE MARMO,"BYNNON 2250, JOSE MARMO, BUENOS AIRES, Argentina",BYNNON 2250,1846,,LANUS,10,,,
Farmacia,,910203845,CASANOVA,BUENOS AIRES,,,LOMAS DE Z,"OLIDEN 297, LOMAS DE Z, BUENOS AIRES, Argentina",OLIDEN 297,1832,,LANUS,10,,,
Farmacia,,910207111,CASAZZA,BUENOS AIRES,,,CLAYPOLE,"AVENIDA LACAZE 6283, CLAYPOLE, BUENOS AIRES, Argentina",AVENIDA LACAZE 6283,1843,,LANUS,10,,,
Farmacia,,910030224,CASSISSA,BUENOS AIRES,,,AVELLANEDA,"AVENIDA MITRE 1471, AVELLANEDA, BUENOS AIRES, Argentina",AVENIDA MITRE 1471,1870,,LANUS,10,,,
Farmacia,,910015241,CASTAGNINO,BUENOS AIRES,,,LONGCHAMPS,"DIAGONAL BORGWARDT 1120, LONGCHAMPS, BUENOS AIRES, Argentina",DIAGONAL BORGWARDT 1120,1854,,LANUS,10,,,
Farmacia,,910203570,CASTELLI,BUENOS AIRES,,,RAFAEL CAL,"COLON 3351, RAFAEL CAL, BUENOS AIRES, Argentina",COLON 3351,1847,,LANUS,10,,,
Farmacia,,910203147,CASTILLO FARMACEUTICA SCS,BUENOS AIRES,,,9 DE ABRIL,"SALTA 1479, 9 DE ABRIL, BUENOS AIRES, Argentina",SALTA 1479,1839,,LANUS,10,,,
Farmacia,,910202835,CASTRO,BUENOS AIRES,,,WILDE,"ONSANI 787, WILDE, BUENOS AIRES, Argentina",ONSANI 787,1875,,LANUS,10,,,
Farmacia,,910206609,CATARINA FARMA SCS,BUENOS AIRES,,,BANFIELD,"GIACHINO 3623, BANFIELD, BUENOS AIRES, Argentina",GIACHINO 3623,1828,,LANUS,10,,,
Farmacia,,910201903,CAVA,BUENOS AIRES,,,CLAYPOLE,"MARCONI 798, CLAYPOLE, BUENOS AIRES, Argentina",MARCONI 798,1849,,LANUS,10,,,
Farmacia,,910200196,CEBALLOS,BUENOS AIRES,,,GLEW,"SARMIEN Y RUTA 210 495, GLEW, BUENOS AIRES, Argentina",SARMIEN Y RUTA 210 495,1856,,LANUS,10,,,
Farmacia,,910200117,CENTENARIO,BUENOS AIRES,,,LANUS,"CENTENARIO URUGUAY 2286, LANUS, BUENOS AIRES, Argentina",CENTENARIO URUGUAY 2286,1824,,LANUS,10,,,
Farmacia,,910201690,CENTRAL,BUENOS AIRES,,,LANUS,"EVA PERON 4556, LANUS, BUENOS AIRES, Argentina",EVA PERON 4556,1825,,LANUS,10,,,
Farmacia,,910206286,CENTRAL,BUENOS AIRES,,,LANUS,"EVA PERON 28, LANUS, BUENOS AIRES, Argentina",EVA PERON 28,1824,,LANUS,10,,,
Farmacia,,910030875,CENTRAL AVELLANEDA S,BUENOS AIRES,,,AVELLANEDA,"AVENIDA MITRE 401, AVELLANEDA, BUENOS AIRES, Argentina",AVENIDA MITRE 401,1870,,LANUS,10,,,
Farmacia,,910016964,CERRATO,BUENOS AIRES,,,EZEIZA,"FRENCH 994, EZEIZA, BUENOS AIRES, Argentina",FRENCH 994,1804,,LANUS,10,,,
Farmacia,,910204869,CHAGALJ,BUENOS AIRES,,,BANFIELD,"MAIPU 697, BANFIELD, BUENOS AIRES, Argentina",MAIPU 697,1828,,LANUS,10,,,
Farmacia,,910011910,CHAZEN,BUENOS AIRES,,,BURZACO,"ROCA 849, BURZACO, BUENOS AIRES, Argentina",ROCA 849,1852,,LANUS,10,,,
Farmacia,,910035418,CHEKHERDEMIAN,BUENOS AIRES,,,GERLI,"LIMAY 179, GERLI, BUENOS AIRES, Argentina",LIMAY 179,1870,,LANUS,10,,,
Farmacia,,910204297,CIENTIFICA S.Y.A.V.A.,BUENOS AIRES,,,VILLA FIOR,"RECONDO 352, VILLA FIOR, BUENOS AIRES, Argentina",RECONDO 352,1831,,LANUS,10,,,
Farmacia,,910203260,COIRO,BUENOS AIRES,,,BURZACO,"AVENIDA MONTE VERDE 1379, BURZACO, BUENOS AIRES, Argentina",AVENIDA MONTE VERDE 1379,1852,,LANUS,10,,,
Farmacia,,910203937,CONDACO,BUENOS AIRES,,,LANUS,"CONDACO 2600, LANUS, BUENOS AIRES, Argentina",CONDACO 2600,1824,,LANUS,10,,,
Farmacia,,910206364,CORONEL D ELIA,BUENOS AIRES,,,LANUS,"CORONEL D ELIA 1770, LANUS, BUENOS AIRES, Argentina",CORONEL D ELIA 1770,1824,,LANUS,10,,,
Farmacia,,910025778,CORONEL D ELIA SCS,BUENOS AIRES,,,LANUS,"CORONEL DELIA 1770, LANUS, BUENOS AIRES, Argentina",CORONEL DELIA 1770,1824,,LANUS,10,,,
Farmacia,,910012345,COSCE,BUENOS AIRES,,,TEMPERLEY,"AVENIDA PASCO 3978, TEMPERLEY, BUENOS AIRES, Argentina",AVENIDA PASCO 3978,1834,,LANUS,10,,,
Farmacia,,910012423,COSTA,BUENOS AIRES,,,LOMAS DE Z,"JUAN XXIII 414, LOMAS DE Z, BUENOS AIRES, Argentina",JUAN XXIII 414,1832,,LANUS,10,,,
Farmacia,,910203133,COSTA,BUENOS AIRES,,,MONTE GRAN,"MAXIMO PAZ 37, MONTE GRAN, BUENOS AIRES, Argentina",MAXIMO PAZ 37,1842,,LANUS,10,,,
Farmacia,,910201778,COTTA,BUENOS AIRES,,,BURZACO,"ALSINA 1389, BURZACO, BUENOS AIRES, Argentina",ALSINA 1389,1852,,LANUS,10,,,
Farmacia,,910020274,COUTO MARTINEZ,BUENOS AIRES,,,LANUS,"RIVADAVIA 1499, LANUS, BUENOS AIRES, Argentina",RIVADAVIA 1499,1824,,LANUS,10,,,
Farmacia,,910021206,CROUZAT,BUENOS AIRES,,,LANUS,"PTE DERQUI 1687, LANUS, BUENOS AIRES, Argentina",PTE DERQUI 1687,1824,,LANUS,10,,,
Farmacia,,910035452,CUNEO,BUENOS AIRES,,,WILDE,"AVENIDA MITRE 5836, WILDE, BUENOS AIRES, Argentina",AVENIDA MITRE 5836,1875,,LANUS,10,,,
Farmacia,,910205399,CURIE SCS,BUENOS AIRES,,,BANFIELD,"SANTA FE 969, BANFIELD, BUENOS AIRES, Argentina",SANTA FE 969,1828,,LANUS,10,,,
Farmacia,,910203287,D AMBROSIO,BUENOS AIRES,,,TEMPERLEY,"PEREZ 14, TEMPERLEY, BUENOS AIRES, Argentina",PEREZ 14,1834,,LANUS,10,,,
Farmacia,,910016174,D ERRICO,BUENOS AIRES,,,LONGCHAMPS,"BERLIN 801, LONGCHAMPS, BUENOS AIRES, Argentina",BERLIN 801,1838,,LANUS,10,,,
